district,year_month,demand_enrolments,demand_updates,demand_total
Bandipore,2025-02,71,25,96
Bandipore,2025-03,50,18,68
Bandipore,2025-04,22,8,30
Bandipore,2025-05,38,13,51
Bandipore,2025-06,53,19,72
Bandipore,2025-07,15,5,20
Bandipore,2025-08,47,16,63
Bandipore,2025-09,83,29,112
Bandipore,2025-10,64,22,86
Bandipore,2025-11,31,11,42
Bandipore,2025-12,6,2,8
Bangalore,2025-01,142,50,192
Bangalore,2025-02,250,88,338
Bangalore,2025-03,119,42,161
Bangalore,2025-04,75,26,101
Bangalore,2025-05,155,54,209
Bangalore,2025-06,202,71,273
Bangalore,2025-07,113,40,153
Bangalore,2025-08,178,62,240
Bangalore,2025-09,179,63,242
Bangalore,2025-10,257,90,347
Bangalore,2025-11,204,71,275
Bangalore,2025-12,147,51,198
Bangalore Rural,2025-01,288,101,389
Bangalore Rural,2025-02,83,29,112
Bangalore Rural,2025-03,42,15,57
Bangalore Rural,2025-04,24,8,32
Bangalore Rural,2025-05,36,13,49
Bangalore Rural,2025-06,74,26,100
Bangalore Rural,2025-07,35,12,47
Bangalore Rural,2025-08,68,24,92
Bangalore Rural,2025-09,51,18,69
Bangalore Rural,2025-10,86,30,116
Bangalore Rural,2025-11,73,26,99
Bangalore Rural,2025-12,64,22,86
Banka,2025-01,1556,545,2101
Banka,2025-02,532,186,718
Banka,2025-03,170,59,229
Banka,2025-04,82,29,111
Banka,2025-05,340,119,459
Banka,2025-06,266,93,359
Banka,2025-07,130,46,176
Banka,2025-08,374,131,505
Banka,2025-09,305,107,412
Banka,2025-10,345,121,466
Banka,2025-11,225,79,304
Banka,2025-12,182,64,246
Bankura,2025-01,222,78,300
Bankura,2025-02,548,192,740
Bankura,2025-03,441,154,595
Bankura,2025-04,222,78,300
Bankura,2025-05,322,113,435
Bankura,2025-06,345,121,466
Bankura,2025-07,281,98,379
Bankura,2025-08,376,132,508
Bankura,2025-09,432,151,583
Bankura,2025-10,446,156,602
Bankura,2025-11,293,103,396
Bankura,2025-12,361,126,487
Banswara,2025-01,151,53,204
Banswara,2025-02,350,122,472
Banswara,2025-03,198,69,267
Banswara,2025-04,66,23,89
Banswara,2025-05,246,86,332
Banswara,2025-06,75,26,101
Banswara,2025-07,79,28,107
Banswara,2025-08,159,56,215
Banswara,2025-09,229,80,309
Banswara,2025-10,269,94,363
Banswara,2025-11,262,92,354
Banswara,2025-12,228,80,308
Bapatla,2025-01,10,4,14
Bapatla,2025-02,19,7,26
Bapatla,2025-03,12,4,16
Bapatla,2025-04,4,1,5
Bapatla,2025-05,14,5,19
Bapatla,2025-06,9,3,12
Bapatla,2025-07,8,3,11
Bapatla,2025-08,12,4,16
Bapatla,2025-09,17,6,23
Bapatla,2025-10,14,5,19
Bapatla,2025-11,14,5,19
Bapatla,2025-12,7,2,9
Bara Banki,2025-01,474,166,640
Bara Banki,2025-02,422,148,570
Bara Banki,2025-03,257,90,347
Bara Banki,2025-04,195,68,263
Bara Banki,2025-05,180,63,243
Bara Banki,2025-06,274,96,370
Bara Banki,2025-07,141,49,190
Bara Banki,2025-08,288,101,389
Bara Banki,2025-09,346,121,467
Bara Banki,2025-10,339,119,458
Bara Banki,2025-11,234,82,316
Bara Banki,2025-12,250,88,338
Barabanki,2025-01,1805,632,2437
Barabanki,2025-02,24,8,32
Barabanki,2025-03,23,8,31
Barabanki,2025-04,14,5,19
Barabanki,2025-05,7,2,9
Barabanki,2025-06,24,8,32
Barabanki,2025-07,4,1,5
Barabanki,2025-08,14,5,19
Barabanki,2025-09,28,10,38
Barabanki,2025-10,19,7,26
Barabanki,2025-11,13,5,18
Barabanki,2025-12,18,6,24
Baramula,2025-01,514,180,694
Baramula,2025-02,366,128,494
Baramula,2025-03,152,54,206
Baramula,2025-04,108,38,146
Baramula,2025-05,162,58,220
Baramula,2025-06,132,46,178
Baramula,2025-07,94,32,126
Baramula,2025-08,194,68,262
Baramula,2025-09,172,60,232
Baramula,2025-10,220,76,296
Baramula,2025-11,166,58,224
Baramula,2025-12,90,32,122
Baran,2025-01,986,345,1331
Baran,2025-02,126,44,170
Baran,2025-03,65,23,88
Baran,2025-04,133,47,180
Baran,2025-05,140,49,189
Baran,2025-06,118,41,159
Baran,2025-07,127,44,171
Baran,2025-08,172,60,232
Baran,2025-09,222,78,300
Baran,2025-10,227,79,306
Baran,2025-11,161,56,217
Baran,2025-12,207,72,279
Barddhaman,2025-01,363,127,490
Barddhaman,2025-02,795,278,1073
Barddhaman,2025-03,560,196,756
Barddhaman,2025-04,388,136,524
Barddhaman,2025-05,384,134,518
Barddhaman,2025-06,472,165,637
Barddhaman,2025-07,245,86,331
Barddhaman,2025-08,550,192,742
Barddhaman,2025-09,653,229,882
Barddhaman,2025-10,680,238,918
Barddhaman,2025-11,474,166,640
Barddhaman,2025-12,401,140,541
Bardhaman,2025-01,48,17,65
Bardhaman,2025-02,90,31,121
Bardhaman,2025-03,57,20,77
Bardhaman,2025-04,40,14,54
Bardhaman,2025-05,42,15,57
Bardhaman,2025-06,48,17,65
Bardhaman,2025-07,28,10,38
Bardhaman,2025-08,68,24,92
Bardhaman,2025-09,80,28,108
Bardhaman,2025-10,76,27,103
Bardhaman,2025-11,62,22,84
Bardhaman,2025-12,51,18,69
Bareilly,2025-01,12120,4242,16362
Bareilly,2025-02,810,284,1094
Bareilly,2025-03,413,145,558
Bareilly,2025-04,239,84,323
Bareilly,2025-05,322,113,435
Bareilly,2025-06,392,137,529
Bareilly,2025-07,193,68,261
Bareilly,2025-08,511,179,690
Bareilly,2025-09,552,193,745
Bareilly,2025-10,652,228,880
Bareilly,2025-11,431,151,582
Bareilly,2025-12,556,195,751
Bargarh,2025-01,316,110,426
Bargarh,2025-02,562,196,758
Bargarh,2025-03,290,102,392
Bargarh,2025-04,126,44,170
Bargarh,2025-05,144,50,194
Bargarh,2025-06,314,110,424
Bargarh,2025-07,80,28,108
Bargarh,2025-08,440,154,594
Bargarh,2025-09,330,114,444
Bargarh,2025-10,370,130,500
Bargarh,2025-11,292,102,394
Bargarh,2025-12,358,126,484
Barmer,2025-01,1223,428,1651
Barmer,2025-02,590,206,796
Barmer,2025-03,381,133,514
Barmer,2025-04,238,83,321
Barmer,2025-05,353,124,477
Barmer,2025-06,372,130,502
Barmer,2025-07,179,63,242
Barmer,2025-08,244,85,329
Barmer,2025-09,466,163,629
Barmer,2025-10,703,246,949
Barmer,2025-11,484,169,653
Barmer,2025-12,491,172,663
Barnala,2025-01,49,17,66
Barnala,2025-02,49,17,66
Barnala,2025-03,20,7,27
Barnala,2025-04,6,2,8
Barnala,2025-05,30,10,40
Barnala,2025-06,14,5,19
Barnala,2025-07,3,1,4
Barnala,2025-08,31,11,42
Barnala,2025-09,39,14,53
Barnala,2025-10,26,9,35
Barnala,2025-11,33,12,45
Barnala,2025-12,23,8,31
Barpeta,2025-01,6253,2189,8442
Barpeta,2025-02,420,147,567
Barpeta,2025-03,224,78,302
Barpeta,2025-04,221,77,298
Barpeta,2025-05,415,145,560
Barpeta,2025-06,365,128,493
Barpeta,2025-07,153,54,207
Barpeta,2025-08,330,115,445
Barpeta,2025-09,268,94,362
Barpeta,2025-10,236,83,319
Barpeta,2025-11,254,89,343
Barpeta,2025-12,220,77,297
Barwani,2025-01,13677,4787,18464
Barwani,2025-02,481,168,649
Barwani,2025-03,233,82,315
Barwani,2025-04,176,62,238
Barwani,2025-05,215,75,290
Barwani,2025-06,208,73,281
Barwani,2025-07,69,24,93
Barwani,2025-08,324,113,437
Barwani,2025-09,312,109,421
Barwani,2025-10,345,121,466
Barwani,2025-11,239,84,323
Barwani,2025-12,229,80,309
Bastar,2025-01,65,23,88
Bastar,2025-02,123,43,166
Bastar,2025-03,62,22,84
Bastar,2025-04,43,15,58
Bastar,2025-05,95,33,128
Bastar,2025-06,76,27,103
Bastar,2025-07,47,16,63
Bastar,2025-08,124,43,167
Bastar,2025-09,129,45,174
Bastar,2025-10,141,49,190
Bastar,2025-11,114,40,154
Bastar,2025-12,112,39,151
Basti,2025-01,457,160,617
Basti,2025-02,369,129,498
Basti,2025-03,245,86,331
Basti,2025-04,154,54,208
Basti,2025-05,299,105,404
Basti,2025-06,253,89,342
Basti,2025-07,157,55,212
Basti,2025-08,257,90,347
Basti,2025-09,315,110,425
Basti,2025-10,430,150,580
Basti,2025-11,256,90,346
Basti,2025-12,316,111,427
Bathinda,2025-01,78,27,105
Bathinda,2025-02,141,49,190
Bathinda,2025-03,61,21,82
Bathinda,2025-04,38,13,51
Bathinda,2025-05,90,31,121
Bathinda,2025-06,71,25,96
Bathinda,2025-07,21,7,28
Bathinda,2025-08,79,28,107
Bathinda,2025-09,96,34,130
Bathinda,2025-10,99,35,134
Bathinda,2025-11,90,31,121
Bathinda,2025-12,74,26,100
Baudh,2025-01,18,6,24
Baudh,2025-02,16,6,22
Baudh,2025-03,12,4,16
Baudh,2025-04,2,0,2
Baudh,2025-05,8,2,10
Baudh,2025-06,6,2,8
Baudh,2025-07,6,2,8
Baudh,2025-08,12,4,16
Baudh,2025-09,12,4,16
Baudh,2025-10,8,2,10
Baudh,2025-11,20,8,28
Baudh,2025-12,20,8,28
Beed,2025-01,4211,1474,5685
Beed,2025-02,339,119,458
Beed,2025-03,172,60,232
Beed,2025-04,145,51,196
Beed,2025-05,84,29,113
Beed,2025-06,93,33,126
Beed,2025-07,101,35,136
Beed,2025-08,269,94,363
Beed,2025-09,248,87,335
Beed,2025-10,239,84,323
Beed,2025-11,231,81,312
Beed,2025-12,236,83,319
Begusarai,2025-01,1032,361,1393
Begusarai,2025-02,535,187,722
Begusarai,2025-03,269,94,363
Begusarai,2025-04,176,62,238
Begusarai,2025-05,276,97,373
Begusarai,2025-06,317,111,428
Begusarai,2025-07,55,19,74
Begusarai,2025-08,336,118,454
Begusarai,2025-09,260,91,351
Begusarai,2025-10,369,129,498
Begusarai,2025-11,255,89,344
Begusarai,2025-12,297,104,401
Belagavi,2025-01,159,56,215
Belagavi,2025-02,282,99,381
Belagavi,2025-03,183,64,247
Belagavi,2025-04,143,50,193
Belagavi,2025-05,138,48,186
Belagavi,2025-06,208,73,281
Belagavi,2025-07,112,39,151
Belagavi,2025-08,271,95,366
Belagavi,2025-09,229,80,309
Belagavi,2025-10,367,128,495
Belagavi,2025-11,275,96,371
Belagavi,2025-12,204,71,275
Belgaum,2025-01,166,58,224
Belgaum,2025-02,258,90,348
Belgaum,2025-03,159,56,215
Belgaum,2025-04,133,47,180
Belgaum,2025-05,133,47,180
Belgaum,2025-06,169,59,228
Belgaum,2025-07,79,28,107
Belgaum,2025-08,232,81,313
Belgaum,2025-09,199,70,269
Belgaum,2025-10,248,87,335
Belgaum,2025-11,262,92,354
Belgaum,2025-12,184,64,248
Bellary,2025-01,156,55,211
Bellary,2025-02,202,71,273
Bellary,2025-03,111,39,150
Bellary,2025-04,91,32,123
Bellary,2025-05,59,21,80
Bellary,2025-06,114,40,154
Bellary,2025-07,23,8,31
Bellary,2025-08,148,52,200
Bellary,2025-09,129,45,174
Bellary,2025-10,135,47,182
Bellary,2025-11,144,50,194
Bellary,2025-12,111,39,150
Bemetara,2025-01,51,18,69
Bemetara,2025-02,133,47,180
Bemetara,2025-03,57,20,77
Bemetara,2025-04,31,11,42
Bemetara,2025-05,75,26,101
Bemetara,2025-06,73,26,99
Bemetara,2025-07,46,16,62
Bemetara,2025-08,105,37,142
Bemetara,2025-09,87,30,117
Bemetara,2025-10,100,35,135
Bemetara,2025-11,72,25,97
Bemetara,2025-12,63,22,85
Bengaluru,2025-01,13455,4709,18164
Bengaluru,2025-02,694,243,937
Bengaluru,2025-03,329,115,444
Bengaluru,2025-04,209,73,282
Bengaluru,2025-05,410,144,554
Bengaluru,2025-06,583,204,787
Bengaluru,2025-07,295,103,398
Bengaluru,2025-08,408,143,551
Bengaluru,2025-09,465,163,628
Bengaluru,2025-10,656,230,886
Bengaluru,2025-11,495,173,668
Bengaluru,2025-12,474,166,640
Bengaluru Rural,2025-01,2788,976,3764
Bengaluru South,2025-01,3,1,4
Bengaluru South,2025-02,19,7,26
Bengaluru South,2025-03,11,4,15
Bengaluru South,2025-05,5,2,7
Bengaluru South,2025-06,10,4,14
Bengaluru South,2025-07,14,5,19
Bengaluru South,2025-08,7,2,9
Bengaluru South,2025-09,2,1,3
Bengaluru South,2025-10,6,2,8
Bengaluru South,2025-11,6,2,8
Bengaluru South,2025-12,2,1,3
Bengaluru Urban,2025-01,22342,7820,30162
Bengaluru Urban,2025-09,248,87,335
Betul,2025-01,1324,463,1787
Betul,2025-02,298,104,402
Betul,2025-03,91,32,123
Betul,2025-04,76,27,103
Betul,2025-05,178,62,240
Betul,2025-06,117,41,158
Betul,2025-07,104,36,140
Betul,2025-08,220,77,297
Betul,2025-09,229,80,309
Betul,2025-10,280,98,378
Betul,2025-11,225,79,304
Betul,2025-12,156,55,211
Bhabua,2025-01,1,0,1
Bhabua,2025-02,3,1,4
Bhabua,2025-03,2,1,3
Bhabua,2025-04,1,0,1
Bhabua,2025-06,1,0,1
Bhabua,2025-08,1,0,1
Bhabua,2025-09,3,1,4
Bhabua,2025-10,1,0,1
Bhabua,2025-11,1,0,1
Bhadohi,2025-01,19,7,26
Bhadohi,2025-02,21,7,28
Bhadohi,2025-03,15,5,20
Bhadohi,2025-04,14,5,19
Bhadohi,2025-05,18,6,24
Bhadohi,2025-06,18,6,24
Bhadohi,2025-07,5,2,7
Bhadohi,2025-08,14,5,19
Bhadohi,2025-09,12,4,16
Bhadohi,2025-10,21,7,28
Bhadohi,2025-11,20,7,27
Bhadohi,2025-12,14,5,19
Bhadradri Kothagudem,2025-01,731,256,987
Bhadradri Kothagudem,2025-02,138,48,186
Bhadradri Kothagudem,2025-03,68,24,92
Bhadradri Kothagudem,2025-04,48,17,65
Bhadradri Kothagudem,2025-05,33,12,45
Bhadradri Kothagudem,2025-06,82,29,111
Bhadradri Kothagudem,2025-07,53,19,72
Bhadradri Kothagudem,2025-08,101,35,136
Bhadradri Kothagudem,2025-09,70,24,94
Bhadradri Kothagudem,2025-10,103,36,139
Bhadradri Kothagudem,2025-11,83,29,112
Bhadradri Kothagudem,2025-12,78,27,105
Bhadrak,2025-01,328,116,444
Bhadrak,2025-02,470,164,634
Bhadrak,2025-03,218,78,296
Bhadrak,2025-04,138,48,186
Bhadrak,2025-05,208,72,280
Bhadrak,2025-06,308,108,416
Bhadrak,2025-07,70,24,94
Bhadrak,2025-08,372,130,502
Bhadrak,2025-09,364,128,492
Bhadrak,2025-10,332,116,448
Bhadrak,2025-11,328,116,444
Bhadrak,2025-12,288,102,390
Bhagalpur,2025-01,8838,3093,11931
Bhagalpur,2025-02,652,228,880
Bhagalpur,2025-03,293,103,396
Bhagalpur,2025-04,152,53,205
Bhagalpur,2025-05,376,132,508
Bhagalpur,2025-06,301,105,406
Bhagalpur,2025-07,223,78,301
Bhagalpur,2025-08,465,163,628
Bhagalpur,2025-09,409,143,552
Bhagalpur,2025-10,394,138,532
Bhagalpur,2025-11,328,115,443
Bhagalpur,2025-12,285,100,385
Bhandara,2025-01,44,15,59
Bhandara,2025-02,61,21,82
Bhandara,2025-03,32,11,43
Bhandara,2025-04,32,11,43
Bhandara,2025-05,30,10,40
Bhandara,2025-06,22,8,30
Bhandara,2025-07,20,7,27
Bhandara,2025-08,46,16,62
Bhandara,2025-09,69,24,93
Bhandara,2025-10,72,25,97
Bhandara,2025-11,52,18,70
Bhandara,2025-12,63,22,85
Bharatpur,2025-01,2602,911,3513
Bharatpur,2025-02,567,198,765
Bharatpur,2025-03,435,152,587
Bharatpur,2025-04,351,123,474
Bharatpur,2025-05,348,122,470
Bharatpur,2025-06,556,195,751
Bharatpur,2025-07,217,76,293
Bharatpur,2025-08,567,198,765
Bharatpur,2025-09,600,210,810
Bharatpur,2025-10,616,216,832
Bharatpur,2025-11,440,154,594
Bharatpur,2025-12,443,155,598
Bharuch,2025-01,719,252,971
Bharuch,2025-02,142,50,192
Bharuch,2025-03,98,34,132
Bharuch,2025-04,36,13,49
Bharuch,2025-05,35,12,47
Bharuch,2025-06,36,13,49
Bharuch,2025-07,32,11,43
Bharuch,2025-08,140,49,189
Bharuch,2025-09,137,48,185
Bharuch,2025-10,122,43,165
Bharuch,2025-11,131,46,177
Bharuch,2025-12,146,51,197
Bhavnagar,2025-01,3200,1120,4320
Bhavnagar,2025-02,310,108,418
Bhavnagar,2025-03,171,60,231
Bhavnagar,2025-04,108,38,146
Bhavnagar,2025-05,88,31,119
Bhavnagar,2025-06,184,64,248
Bhavnagar,2025-07,75,26,101
Bhavnagar,2025-08,271,95,366
Bhavnagar,2025-09,298,104,402
Bhavnagar,2025-10,256,90,346
Bhavnagar,2025-11,272,95,367
Bhavnagar,2025-12,361,126,487
Bhilwara,2025-01,1539,539,2078
Bhilwara,2025-02,338,118,456
Bhilwara,2025-03,117,41,158
Bhilwara,2025-04,127,44,171
Bhilwara,2025-05,286,100,386
Bhilwara,2025-06,230,80,310
Bhilwara,2025-07,157,55,212
Bhilwara,2025-08,314,110,424
Bhilwara,2025-09,398,139,537
Bhilwara,2025-10,406,142,548
Bhilwara,2025-11,270,94,364
Bhilwara,2025-12,428,150,578
Bhind,2025-01,7073,2476,9549
Bhind,2025-02,404,141,545
Bhind,2025-03,199,70,269
Bhind,2025-04,108,38,146
Bhind,2025-05,200,70,270
Bhind,2025-06,185,65,250
Bhind,2025-07,88,31,119
Bhind,2025-08,230,80,310
Bhind,2025-09,315,110,425
Bhind,2025-10,289,101,390
Bhind,2025-11,220,77,297
Bhind,2025-12,152,53,205
Bhiwani,2025-01,67,23,90
Bhiwani,2025-02,91,32,123
Bhiwani,2025-03,81,28,109
Bhiwani,2025-04,39,14,53
Bhiwani,2025-05,112,39,151
Bhiwani,2025-06,69,24,93
Bhiwani,2025-07,46,16,62
Bhiwani,2025-08,133,47,180
Bhiwani,2025-09,89,31,120
Bhiwani,2025-10,98,34,132
Bhiwani,2025-11,94,33,127
Bhiwani,2025-12,70,24,94
Bhojpur,2025-01,1093,383,1476
Bhojpur,2025-02,510,178,688
Bhojpur,2025-03,273,96,369
Bhojpur,2025-04,147,51,198
Bhojpur,2025-05,326,114,440
Bhojpur,2025-06,289,101,390
Bhojpur,2025-07,129,45,174
Bhojpur,2025-08,364,127,491
Bhojpur,2025-09,260,91,351
Bhojpur,2025-10,383,134,517
Bhojpur,2025-11,304,106,410
Bhojpur,2025-12,344,120,464
Bhopal,2025-01,2521,882,3403
Bhopal,2025-02,462,162,624
Bhopal,2025-03,221,77,298
Bhopal,2025-04,205,72,277
Bhopal,2025-05,227,79,306
Bhopal,2025-06,180,63,243
Bhopal,2025-07,143,50,193
Bhopal,2025-08,390,136,526
Bhopal,2025-09,348,122,470
Bhopal,2025-10,437,153,590
Bhopal,2025-11,372,130,502
Bhopal,2025-12,287,100,387
Bid,2025-01,8,3,11
Bid,2025-02,36,13,49
Bid,2025-03,13,5,18
Bid,2025-04,14,5,19
Bid,2025-05,11,4,15
Bid,2025-06,4,1,5
Bid,2025-07,4,1,5
Bid,2025-08,16,6,22
Bid,2025-09,16,6,22
Bid,2025-10,22,8,30
Bid,2025-11,31,11,42
Bid,2025-12,13,5,18
Bidar,2025-01,304,106,410
Bidar,2025-02,220,77,297
Bidar,2025-03,119,42,161
Bidar,2025-04,87,30,117
Bidar,2025-05,102,36,138
Bidar,2025-06,125,44,169
Bidar,2025-07,52,18,70
Bidar,2025-08,144,50,194
Bidar,2025-09,147,51,198
Bidar,2025-10,167,58,225
Bidar,2025-11,183,64,247
Bidar,2025-12,133,47,180
Bijapur,2025-01,6936,2428,9364
Bijapur,2025-02,650,226,876
Bijapur,2025-03,442,154,596
Bijapur,2025-04,286,100,386
Bijapur,2025-05,248,88,336
Bijapur,2025-06,342,118,460
Bijapur,2025-07,130,46,176
Bijapur,2025-08,476,166,642
Bijapur,2025-09,352,124,476
Bijapur,2025-10,502,176,678
Bijapur,2025-11,356,124,480
Bijapur,2025-12,390,136,526
Bijnor,2025-01,1983,694,2677
Bijnor,2025-02,639,224,863
Bijnor,2025-03,340,119,459
Bijnor,2025-04,187,65,252
Bijnor,2025-05,364,127,491
Bijnor,2025-06,322,113,435
Bijnor,2025-07,231,81,312
Bijnor,2025-08,436,153,589
Bijnor,2025-09,460,161,621
Bijnor,2025-10,669,234,903
Bijnor,2025-11,334,117,451
Bijnor,2025-12,412,144,556
Bikaner,2025-01,4132,1446,5578
Bikaner,2025-02,337,118,455
Bikaner,2025-03,271,95,366
Bikaner,2025-04,147,51,198
Bikaner,2025-05,201,70,271
Bikaner,2025-06,201,70,271
Bikaner,2025-07,103,36,139
Bikaner,2025-08,333,117,450
Bikaner,2025-09,349,122,471
Bikaner,2025-10,424,148,572
Bikaner,2025-11,304,106,410
Bikaner,2025-12,263,92,355
Bilaspur,2025-01,3290,1152,4442
Bilaspur,2025-02,1036,362,1398
Bilaspur,2025-03,286,102,388
Bilaspur,2025-04,248,88,336
Bilaspur,2025-05,458,160,618
Bilaspur,2025-06,388,136,524
Bilaspur,2025-07,188,66,254
Bilaspur,2025-08,736,258,994
Bilaspur,2025-09,628,220,848
Bilaspur,2025-10,580,204,784
Bilaspur,2025-11,444,156,600
Bilaspur,2025-12,518,182,700
Birbhum,2025-01,1541,539,2080
Birbhum,2025-02,668,234,902
Birbhum,2025-03,430,150,580
Birbhum,2025-04,191,67,258
Birbhum,2025-05,457,160,617
Birbhum,2025-06,460,161,621
Birbhum,2025-07,270,94,364
Birbhum,2025-08,423,148,571
Birbhum,2025-09,445,156,601
Birbhum,2025-10,657,230,887
Birbhum,2025-11,373,131,504
Birbhum,2025-12,326,114,440
Bishnupur,2025-01,205,72,277
Bishnupur,2025-02,67,23,90
Bishnupur,2025-03,23,8,31
Bishnupur,2025-04,18,6,24
Bishnupur,2025-05,31,11,42
Bishnupur,2025-06,20,7,27
Bishnupur,2025-07,10,4,14
Bishnupur,2025-08,30,10,40
Bishnupur,2025-09,16,6,22
Bishnupur,2025-10,34,12,46
Bishnupur,2025-11,36,13,49
Bishnupur,2025-12,18,6,24
Biswanath,2025-01,290,102,392
Biswanath,2025-02,39,14,53
Biswanath,2025-03,17,6,23
Biswanath,2025-04,23,8,31
Biswanath,2025-05,48,17,65
Biswanath,2025-06,41,14,55
Biswanath,2025-07,13,5,18
Biswanath,2025-08,39,14,53
Biswanath,2025-09,41,14,55
Biswanath,2025-10,31,11,42
Biswanath,2025-11,22,8,30
Biswanath,2025-12,49,17,66
Bokaro,2025-01,154,54,208
Bokaro,2025-02,287,100,387
Bokaro,2025-03,82,29,111
Bokaro,2025-04,68,24,92
Bokaro,2025-05,104,36,140
Bokaro,2025-06,159,56,215
Bokaro,2025-07,94,33,127
Bokaro,2025-08,240,84,324
Bokaro,2025-09,240,84,324
Bokaro,2025-10,229,80,309
Bokaro,2025-11,199,70,269
Bokaro,2025-12,158,55,213
Bongaigaon,2025-01,967,338,1305
Bongaigaon,2025-02,111,39,150
Bongaigaon,2025-03,40,14,54
Bongaigaon,2025-04,35,12,47
Bongaigaon,2025-05,87,30,117
Bongaigaon,2025-06,72,25,97
Bongaigaon,2025-07,27,9,36
Bongaigaon,2025-08,69,24,93
Bongaigaon,2025-09,49,17,66
Bongaigaon,2025-10,75,26,101
Bongaigaon,2025-11,81,28,109
Bongaigaon,2025-12,60,21,81
Botad,2025-01,1805,632,2437
Botad,2025-02,45,16,61
Botad,2025-03,42,15,57
Botad,2025-04,18,6,24
Botad,2025-05,12,4,16
Botad,2025-06,13,5,18
Botad,2025-07,8,3,11
Botad,2025-08,55,19,74
Botad,2025-09,55,19,74
Botad,2025-10,33,12,45
Botad,2025-11,31,11,42
Botad,2025-12,60,21,81
Boudh,2025-01,55,19,74
Boudh,2025-02,46,16,62
Boudh,2025-03,47,16,63
Boudh,2025-04,42,15,57
Boudh,2025-05,26,9,35
Boudh,2025-06,31,11,42
Boudh,2025-07,8,3,11
Boudh,2025-08,47,16,63
Boudh,2025-09,57,20,77
Boudh,2025-10,62,22,84
Boudh,2025-11,45,16,61
Boudh,2025-12,46,16,62
Budaun,2025-01,5265,1843,7108
Budaun,2025-02,488,171,659
Budaun,2025-03,287,100,387
Budaun,2025-04,188,66,254
Budaun,2025-05,353,124,477
Budaun,2025-06,338,118,456
Budaun,2025-07,207,72,279
Budaun,2025-08,307,107,414
Budaun,2025-09,393,138,531
Budaun,2025-10,458,160,618
Budaun,2025-11,295,103,398
Budaun,2025-12,417,146,563
Budgam,2025-01,24,8,32
Budgam,2025-02,30,10,40
Budgam,2025-03,13,5,18
Budgam,2025-04,6,2,8
Budgam,2025-05,17,6,23
Budgam,2025-06,11,4,15
Budgam,2025-07,16,6,22
Budgam,2025-08,31,11,42
Budgam,2025-09,28,10,38
Budgam,2025-10,25,9,34
Budgam,2025-11,20,7,27
Budgam,2025-12,9,3,12
Bulandshahar,2025-01,8,3,11
Bulandshahar,2025-02,17,6,23
Bulandshahar,2025-03,4,1,5
Bulandshahar,2025-04,2,1,3
Bulandshahar,2025-05,3,1,4
Bulandshahar,2025-06,6,2,8
Bulandshahar,2025-07,1,0,1
Bulandshahar,2025-08,5,2,7
Bulandshahar,2025-09,4,1,5
Bulandshahar,2025-10,10,4,14
Bulandshahar,2025-11,9,3,12
Bulandshahar,2025-12,8,3,11
Bulandshahr,2025-01,3299,1155,4454
Bulandshahr,2025-02,653,229,882
Bulandshahr,2025-03,318,111,429
Bulandshahr,2025-04,222,78,300
Bulandshahr,2025-05,346,121,467
Bulandshahr,2025-06,398,139,537
Bulandshahr,2025-07,198,69,267
Bulandshahr,2025-08,388,136,524
Bulandshahr,2025-09,443,155,598
Bulandshahr,2025-10,565,198,763
Bulandshahr,2025-11,313,110,423
Bulandshahr,2025-12,426,149,575
Buldana,2025-01,12,4,16
Buldana,2025-02,46,16,62
Buldana,2025-03,18,6,24
Buldana,2025-04,23,8,31
Buldana,2025-05,20,7,27
Buldana,2025-06,17,6,23
Buldana,2025-07,8,3,11
Buldana,2025-08,34,12,46
Buldana,2025-09,26,9,35
Buldana,2025-10,36,13,49
Buldana,2025-11,38,13,51
Buldana,2025-12,33,12,45
Buldhana,2025-01,1880,658,2538
Buldhana,2025-02,240,84,324
Buldhana,2025-03,155,54,209
Buldhana,2025-04,83,29,112
Buldhana,2025-05,67,23,90
Buldhana,2025-06,86,30,116
Buldhana,2025-07,54,19,73
Buldhana,2025-08,198,69,267
Buldhana,2025-09,183,64,247
Buldhana,2025-10,196,69,265
Buldhana,2025-11,182,64,246
Buldhana,2025-12,159,56,215
Bundi,2025-01,735,257,992
Bundi,2025-02,149,52,201
Bundi,2025-03,84,29,113
Bundi,2025-04,77,27,104
Bundi,2025-05,127,44,171
Bundi,2025-06,115,40,155
Bundi,2025-07,55,19,74
Bundi,2025-08,154,54,208
Bundi,2025-09,145,51,196
Bundi,2025-10,181,63,244
Bundi,2025-11,99,35,134
Bundi,2025-12,127,44,171
Burhanpur,2025-01,6581,2303,8884
Burhanpur,2025-02,162,57,219
Burhanpur,2025-03,77,27,104
Burhanpur,2025-04,44,15,59
Burhanpur,2025-05,63,22,85
Burhanpur,2025-06,42,15,57
Burhanpur,2025-07,25,9,34
Burhanpur,2025-08,87,30,117
Burhanpur,2025-09,104,36,140
Burhanpur,2025-10,120,42,162
Burhanpur,2025-11,107,37,144
Burhanpur,2025-12,96,34,130
Buxar,2025-01,148,52,200
Buxar,2025-02,215,75,290
Buxar,2025-03,181,63,244
Buxar,2025-04,99,35,134
Buxar,2025-05,169,59,228
Buxar,2025-06,148,52,200
Buxar,2025-07,38,13,51
Buxar,2025-08,175,61,236
Buxar,2025-09,136,48,184
Buxar,2025-10,189,66,255
Buxar,2025-11,169,59,228
Buxar,2025-12,233,82,315
