year_month,district,demand_total,monthly_capacity,request_capacity_ratio,delay_index,load_category
2025-11,Ananthapuramu,92,93600.0,0.0009829059829059,LOW,festival
2025-12,Ananthapuramu,104,93600.0,0.0011111111111111,LOW,normal
2025-01,Anantnag,120,0.0,inf,HIGH,scheme
2025-01,Anantnag,120,58240.0,0.0020604395604395,LOW,scheme
2025-02,Anantnag,178,0.0,inf,HIGH,normal
2025-02,Anantnag,178,58240.0,0.0030563186813186,LOW,normal
2025-03,Anantnag,31,0.0,inf,HIGH,exam
2025-03,Anantnag,31,58240.0,0.0005322802197802,LOW,exam
2025-04,Anantnag,47,0.0,inf,HIGH,exam
2025-04,Anantnag,47,58240.0,0.0008070054945054,LOW,exam
2025-05,Anantnag,103,0.0,inf,HIGH,normal
2025-05,Anantnag,103,58240.0,0.0017685439560439,LOW,normal
2025-06,Anantnag,66,0.0,inf,HIGH,normal
2025-06,Anantnag,66,58240.0,0.0011332417582417,LOW,normal
2025-07,Anantnag,47,0.0,inf,HIGH,normal
2025-07,Anantnag,47,58240.0,0.0008070054945054,LOW,normal
2025-08,Anantnag,131,0.0,inf,HIGH,normal
2025-08,Anantnag,131,58240.0,0.0022493131868131,LOW,normal
2025-09,Anantnag,169,0.0,inf,HIGH,normal
2025-09,Anantnag,169,58240.0,0.0029017857142857,LOW,normal
2025-10,Anantnag,1,0.0,inf,HIGH,festival
2025-10,Anantnag,1,58240.0,1.717032967032967e-05,LOW,festival
2025-10,Anantnag,161,0.0,inf,HIGH,festival
2025-10,Anantnag,161,58240.0,0.002764423076923,LOW,festival
2025-11,Anantnag,139,0.0,inf,HIGH,festival
2025-11,Anantnag,139,58240.0,0.0023866758241758,LOW,festival
2025-12,Anantnag,38,0.0,inf,HIGH,normal
2025-12,Anantnag,38,58240.0,0.0006524725274725,LOW,normal
2025-01,Andamans,4,2080.0,0.0019230769230769,LOW,scheme
2025-02,Andamans,1,2080.0,0.0004807692307692,LOW,normal
2025-04,Andamans,4,2080.0,0.0019230769230769,LOW,exam
2025-09,Andamans,5,2080.0,0.0024038461538461,LOW,normal
2025-11,Andamans,4,2080.0,0.0019230769230769,LOW,festival
2025-12,Andamans,1,2080.0,0.0004807692307692,LOW,normal
2025-01,Angul,115,49920.0,0.0023036858974358,LOW,scheme
2025-01,Angul,115,0.0,inf,HIGH,scheme
2025-02,Angul,143,49920.0,0.0028645833333333,LOW,normal
2025-02,Angul,143,0.0,inf,HIGH,normal
2025-03,Angul,148,49920.0,0.0029647435897435,LOW,exam
2025-03,Angul,148,0.0,inf,HIGH,exam
2025-04,Angul,86,49920.0,0.0017227564102564,LOW,exam
2025-04,Angul,86,0.0,inf,HIGH,exam
2025-05,Angul,90,49920.0,0.0018028846153846,LOW,normal
2025-05,Angul,90,0.0,inf,HIGH,normal
2025-06,Angul,144,49920.0,0.0028846153846153,LOW,normal
2025-06,Angul,144,0.0,inf,HIGH,normal
2025-07,Angul,40,49920.0,0.000801282051282,LOW,normal
2025-07,Angul,40,0.0,inf,HIGH,normal
2025-08,Angul,162,49920.0,0.0032451923076923,LOW,normal
2025-08,Angul,162,0.0,inf,HIGH,normal
2025-09,Angul,150,49920.0,0.0030048076923076,LOW,normal
2025-09,Angul,150,0.0,inf,HIGH,normal
2025-10,Angul,135,49920.0,0.0027043269230769,LOW,festival
2025-10,Angul,135,0.0,inf,HIGH,festival
2025-11,Angul,130,49920.0,0.0026041666666666,LOW,festival
2025-11,Angul,130,0.0,inf,HIGH,festival
2025-12,Angul,119,49920.0,0.0023838141025641,LOW,normal
2025-12,Angul,119,0.0,inf,HIGH,normal
2025-01,Anjaw,3,2080.0,0.0014423076923076,LOW,scheme
2025-03,Anjaw,5,2080.0,0.0024038461538461,LOW,exam
2025-05,Anjaw,4,2080.0,0.0019230769230769,LOW,normal
2025-06,Anjaw,3,2080.0,0.0014423076923076,LOW,normal
2025-08,Anjaw,4,2080.0,0.0019230769230769,LOW,normal
2025-11,Anjaw,3,2080.0,0.0014423076923076,LOW,festival
2025-12,Anjaw,1,2080.0,0.0004807692307692,LOW,normal
2025-01,Annamayya,16,56160.0,0.0002849002849002,LOW,scheme
2025-02,Annamayya,63,56160.0,0.0011217948717948,LOW,normal
2025-03,Annamayya,27,56160.0,0.0004807692307692,LOW,exam
2025-04,Annamayya,30,56160.0,0.000534188034188,LOW,exam
2025-05,Annamayya,55,56160.0,0.0009793447293447,LOW,normal
2025-06,Annamayya,28,56160.0,0.0004985754985754,LOW,normal
2025-07,Annamayya,16,56160.0,0.0002849002849002,LOW,normal
2025-08,Annamayya,36,56160.0,0.0006410256410256,LOW,normal
2025-09,Annamayya,39,56160.0,0.0006944444444444,LOW,normal
2025-10,Annamayya,46,56160.0,0.0008190883190883,LOW,festival
2025-11,Annamayya,28,56160.0,0.0004985754985754,LOW,festival
2025-12,Annamayya,40,56160.0,0.0007122507122507,LOW,normal
2025-01,Anugul,19,2080.0,0.0091346153846153,LOW,scheme
2025-01,Anugul,19,0.0,inf,HIGH,scheme
2025-01,Anugul,3,2080.0,0.0014423076923076,LOW,scheme
2025-01,Anugul,3,0.0,inf,HIGH,scheme
2025-02,Anugul,12,2080.0,0.0057692307692307,LOW,normal
2025-02,Anugul,12,0.0,inf,HIGH,normal
2025-02,Anugul,4,2080.0,0.0019230769230769,LOW,normal
2025-02,Anugul,4,0.0,inf,HIGH,normal
2025-03,Anugul,7,2080.0,0.0033653846153846,LOW,exam
2025-03,Anugul,7,0.0,inf,HIGH,exam
2025-04,Anugul,3,2080.0,0.0014423076923076,LOW,exam
2025-04,Anugul,3,0.0,inf,HIGH,exam
2025-05,Anugul,7,2080.0,0.0033653846153846,LOW,normal
2025-05,Anugul,7,0.0,inf,HIGH,normal
2025-06,Anugul,9,2080.0,0.004326923076923,LOW,normal
2025-06,Anugul,9,0.0,inf,HIGH,normal
2025-07,Anugul,4,2080.0,0.0019230769230769,LOW,normal
2025-07,Anugul,4,0.0,inf,HIGH,normal
2025-08,Anugul,7,2080.0,0.0033653846153846,LOW,normal
2025-08,Anugul,7,0.0,inf,HIGH,normal
2025-08,Anugul,3,2080.0,0.0014423076923076,LOW,normal
2025-08,Anugul,3,0.0,inf,HIGH,normal
2025-09,Anugul,9,2080.0,0.004326923076923,LOW,normal
2025-09,Anugul,9,0.0,inf,HIGH,normal
2025-09,Anugul,1,2080.0,0.0004807692307692,LOW,normal
2025-09,Anugul,1,0.0,inf,HIGH,normal
2025-10,Anugul,7,2080.0,0.0033653846153846,LOW,festival
2025-10,Anugul,7,0.0,inf,HIGH,festival
2025-10,Anugul,3,2080.0,0.0014423076923076,LOW,festival
2025-10,Anugul,3,0.0,inf,HIGH,festival
2025-11,Anugul,3,2080.0,0.0014423076923076,LOW,festival
2025-11,Anugul,3,0.0,inf,HIGH,festival
2025-12,Anugul,11,2080.0,0.0052884615384615,LOW,normal
2025-12,Anugul,11,0.0,inf,HIGH,normal
2025-12,Anugul,5,2080.0,0.0024038461538461,LOW,normal
2025-12,Anugul,5,0.0,inf,HIGH,normal
2025-01,Anuppur,35,43680.0,0.000801282051282,LOW,scheme
2025-02,Anuppur,246,43680.0,0.0056318681318681,LOW,normal
2025-03,Anuppur,82,43680.0,0.0018772893772893,LOW,exam
2025-04,Anuppur,40,43680.0,0.0009157509157509,LOW,exam
2025-05,Anuppur,113,43680.0,0.0025869963369963,LOW,normal
2025-06,Anuppur,96,43680.0,0.0021978021978021,LOW,normal
2025-07,Anuppur,80,43680.0,0.0018315018315018,LOW,normal
2025-08,Anuppur,177,43680.0,0.0040521978021978,LOW,normal
2025-09,Anuppur,153,43680.0,0.0035027472527472,LOW,normal
2025-10,Anuppur,151,43680.0,0.0034569597069597,LOW,festival
2025-11,Anuppur,120,43680.0,0.0027472527472527,LOW,festival
2025-12,Anuppur,86,43680.0,0.0019688644688644,LOW,normal
2025-01,Araria,3027,257920.0,0.0117361972704714,LOW,scheme
2025-02,Araria,641,257920.0,0.0024852667493796,LOW,normal
2025-03,Araria,369,257920.0,0.00143067617866,LOW,exam
2025-04,Araria,232,257920.0,0.0008995037220843,LOW,exam
2025-05,Araria,510,257920.0,0.0019773573200992,LOW,normal
2025-06,Araria,526,257920.0,0.0020393920595533,LOW,normal
2025-07,Araria,212,257920.0,0.0008219602977667,LOW,normal
2025-08,Araria,554,257920.0,0.002147952853598,LOW,normal
2025-09,Araria,375,257920.0,0.0014539392059553,LOW,normal
2025-10,Araria,545,257920.0,0.002113058312655,LOW,festival
2025-11,Araria,418,257920.0,0.0016206575682382,LOW,festival
2025-12,Araria,392,257920.0,0.0015198511166253,LOW,normal
2025-01,Ariyalur,93,39520.0,0.0023532388663967,LOW,scheme
2025-02,Ariyalur,153,39520.0,0.0038714574898785,LOW,normal
2025-03,Ariyalur,135,39520.0,0.003415991902834,LOW,exam
2025-04,Ariyalur,43,39520.0,0.0010880566801619,LOW,exam
2025-05,Ariyalur,86,39520.0,0.0021761133603238,LOW,normal
2025-06,Ariyalur,66,39520.0,0.0016700404858299,LOW,normal
2025-07,Ariyalur,42,39520.0,0.0010627530364372,LOW,normal
2025-08,Ariyalur,92,39520.0,0.002327935222672,LOW,normal
2025-09,Ariyalur,100,39520.0,0.0025303643724696,LOW,normal
2025-10,Ariyalur,89,39520.0,0.0022520242914979,LOW,festival
2025-11,Ariyalur,97,39520.0,0.0024544534412955,LOW,festival
2025-12,Ariyalur,57,39520.0,0.0014423076923076,LOW,normal
2025-01,Arvalli,1139,12480.0,0.0912660256410256,LOW,scheme
2025-02,Arvalli,74,12480.0,0.0059294871794871,LOW,normal
2025-03,Arvalli,43,12480.0,0.0034455128205128,LOW,exam
2025-04,Arvalli,31,12480.0,0.0024839743589743,LOW,exam
2025-05,Arvalli,11,12480.0,0.0008814102564102,LOW,normal
2025-06,Arvalli,12,12480.0,0.0009615384615384,LOW,normal
2025-07,Arvalli,11,12480.0,0.0008814102564102,LOW,normal
2025-08,Arvalli,88,12480.0,0.007051282051282,LOW,normal
2025-09,Arvalli,100,12480.0,0.0080128205128205,LOW,normal
2025-10,Arvalli,57,12480.0,0.0045673076923076,LOW,festival
2025-11,Arvalli,81,12480.0,0.0064903846153846,LOW,festival
2025-12,Arvalli,74,12480.0,0.0059294871794871,LOW,normal
2025-01,Arwal,1065,45760.0,0.0232736013986014,LOW,scheme
2025-02,Arwal,185,45760.0,0.0040428321678321,LOW,normal
2025-03,Arwal,81,45760.0,0.0017701048951048,LOW,exam
2025-04,Arwal,80,45760.0,0.0017482517482517,LOW,exam
2025-05,Arwal,94,45760.0,0.0020541958041958,LOW,normal
2025-06,Arwal,127,45760.0,0.0027753496503496,LOW,normal
2025-07,Arwal,53,45760.0,0.0011582167832167,LOW,normal
2025-08,Arwal,212,45760.0,0.0046328671328671,LOW,normal
2025-09,Arwal,162,45760.0,0.0035402097902097,LOW,normal
2025-10,Arwal,138,45760.0,0.0030157342657342,LOW,festival
2025-11,Arwal,112,45760.0,0.0024475524475524,LOW,festival
2025-12,Arwal,116,45760.0,0.002534965034965,LOW,normal
2025-01,Ashok Nagar,1174,74880.0,0.0156784188034188,LOW,scheme
2025-02,Ashok Nagar,292,74880.0,0.0038995726495726,LOW,normal
2025-03,Ashok Nagar,158,74880.0,0.0021100427350427,LOW,exam
2025-04,Ashok Nagar,201,74880.0,0.0026842948717948,LOW,exam
2025-05,Ashok Nagar,144,74880.0,0.0019230769230769,LOW,normal
2025-06,Ashok Nagar,184,74880.0,0.0024572649572649,LOW,normal
2025-07,Ashok Nagar,94,74880.0,0.0012553418803418,LOW,normal
2025-08,Ashok Nagar,274,74880.0,0.003659188034188,LOW,normal
2025-09,Ashok Nagar,236,74880.0,0.0031517094017094,LOW,normal
2025-10,Ashok Nagar,385,74880.0,0.0051415598290598,LOW,festival
2025-11,Ashok Nagar,231,74880.0,0.0030849358974358,LOW,festival
2025-12,Ashok Nagar,236,74880.0,0.0031517094017094,LOW,normal
2025-01,Ashoknagar,4065,,,HIGH,scheme
2025-01,Auraiya,170,85280.0,0.0019934333958724,LOW,scheme
2025-02,Auraiya,258,85280.0,0.0030253283302063,LOW,normal
2025-03,Auraiya,169,85280.0,0.0019817073170731,LOW,exam
2025-04,Auraiya,123,85280.0,0.0014423076923076,LOW,exam
2025-05,Auraiya,108,85280.0,0.0012664165103189,LOW,normal
2025-06,Auraiya,116,85280.0,0.0013602251407129,LOW,normal
2025-07,Auraiya,86,85280.0,0.0010084427767354,LOW,normal
2025-08,Auraiya,167,85280.0,0.0019582551594746,LOW,normal
2025-09,Auraiya,178,85280.0,0.0020872420262664,LOW,normal
2025-10,Auraiya,201,85280.0,0.0023569418386491,LOW,festival
2025-11,Auraiya,144,85280.0,0.0016885553470919,LOW,festival
2025-12,Auraiya,158,85280.0,0.0018527204502814,LOW,normal
2025-01,Aurangabad,348,176800.0,0.0019683257918552,LOW,scheme
2025-01,Aurangabad,348,257920.0,0.0013492555831265,LOW,scheme
2025-01,Aurangabad,6506,176800.0,0.0367986425339366,LOW,scheme
2025-01,Aurangabad,6506,257920.0,0.025224875930521,LOW,scheme
2025-02,Aurangabad,736,176800.0,0.0041628959276018,LOW,normal
2025-02,Aurangabad,736,257920.0,0.0028535980148883,LOW,normal
2025-02,Aurangabad,796,176800.0,0.0045022624434389,LOW,normal
2025-02,Aurangabad,796,257920.0,0.0030862282878411,LOW,normal
2025-03,Aurangabad,325,176800.0,0.0018382352941176,LOW,exam
2025-03,Aurangabad,325,257920.0,0.0012600806451612,LOW,exam
2025-03,Aurangabad,405,176800.0,0.0022907239819004,LOW,exam
2025-03,Aurangabad,405,257920.0,0.0015702543424317,LOW,exam
2025-04,Aurangabad,173,176800.0,0.0009785067873303,LOW,exam
2025-04,Aurangabad,173,257920.0,0.0006707506203473,LOW,exam
2025-04,Aurangabad,301,176800.0,0.0017024886877828,LOW,exam
2025-04,Aurangabad,301,257920.0,0.0011670285359801,LOW,exam
2025-05,Aurangabad,463,176800.0,0.0026187782805429,LOW,normal
2025-05,Aurangabad,463,257920.0,0.0017951302729528,LOW,normal
2025-05,Aurangabad,400,176800.0,0.002262443438914,LOW,normal
2025-05,Aurangabad,400,257920.0,0.0015508684863523,LOW,normal
2025-06,Aurangabad,387,176800.0,0.0021889140271493,LOW,normal
2025-06,Aurangabad,387,257920.0,0.0015004652605459,LOW,normal
2025-06,Aurangabad,262,176800.0,0.0014819004524886,LOW,normal
2025-06,Aurangabad,262,257920.0,0.0010158188585607,LOW,normal
2025-07,Aurangabad,228,176800.0,0.0012895927601809,LOW,normal
2025-07,Aurangabad,228,257920.0,0.0008839950372208,LOW,normal
2025-07,Aurangabad,234,176800.0,0.0013235294117647,LOW,normal
2025-07,Aurangabad,234,257920.0,0.0009072580645161,LOW,normal
2025-08,Aurangabad,520,176800.0,0.0029411764705882,LOW,normal
2025-08,Aurangabad,520,257920.0,0.002016129032258,LOW,normal
2025-08,Aurangabad,540,176800.0,0.0030542986425339,LOW,normal
2025-08,Aurangabad,540,257920.0,0.0020936724565756,LOW,normal
2025-09,Aurangabad,381,176800.0,0.0021549773755656,LOW,normal
2025-09,Aurangabad,381,257920.0,0.0014772022332506,LOW,normal
2025-09,Aurangabad,660,176800.0,0.0037330316742081,LOW,normal
2025-09,Aurangabad,660,257920.0,0.0025589330024813,LOW,normal
2025-10,Aurangabad,393,176800.0,0.002222850678733,LOW,festival
2025-10,Aurangabad,393,257920.0,0.0015237282878411,LOW,festival
2025-10,Aurangabad,670,176800.0,0.0037895927601809,LOW,festival
2025-10,Aurangabad,670,257920.0,0.0025977047146401,LOW,festival
2025-11,Aurangabad,342,176800.0,0.0019343891402714,LOW,festival
2025-11,Aurangabad,342,257920.0,0.0013259925558312,LOW,festival
2025-11,Aurangabad,518,176800.0,0.0029298642533936,LOW,festival
2025-11,Aurangabad,518,257920.0,0.0020083746898263,LOW,festival
2025-12,Aurangabad,284,176800.0,0.0016063348416289,LOW,normal
2025-12,Aurangabad,284,257920.0,0.0011011166253101,LOW,normal
2025-12,Aurangabad,516,176800.0,0.002918552036199,LOW,normal
2025-12,Aurangabad,516,257920.0,0.0020006203473945,LOW,normal
2025-05,Aurangabad(BH),1,0.0,inf,HIGH,normal
2025-01,Aurangabad(bh),1,2080.0,0.0004807692307692,LOW,scheme
2025-02,Aurangabad(bh),1,2080.0,0.0004807692307692,LOW,normal
2025-03,Aurangabad(bh),7,2080.0,0.0033653846153846,LOW,exam
2025-04,Aurangabad(bh),3,2080.0,0.0014423076923076,LOW,exam
2025-05,Aurangabad(bh),9,2080.0,0.004326923076923,LOW,normal
2025-06,Aurangabad(bh),4,2080.0,0.0019230769230769,LOW,normal
2025-07,Aurangabad(bh),1,2080.0,0.0004807692307692,LOW,normal
2025-08,Aurangabad(bh),8,2080.0,0.0038461538461538,LOW,normal
2025-10,Aurangabad(bh),3,2080.0,0.0014423076923076,LOW,festival
2025-11,Aurangabad(bh),5,2080.0,0.0024038461538461,LOW,festival
2025-12,Aurangabad(bh),1,2080.0,0.0004807692307692,LOW,normal
2025-01,Ayodhya,952,24960.0,0.0381410256410256,LOW,scheme
2025-02,Ayodhya,65,24960.0,0.0026041666666666,LOW,normal
2025-03,Ayodhya,23,24960.0,0.0009214743589743,LOW,exam
2025-04,Ayodhya,47,24960.0,0.0018830128205128,LOW,exam
2025-05,Ayodhya,24,24960.0,0.0009615384615384,LOW,normal
2025-06,Ayodhya,43,24960.0,0.0017227564102564,LOW,normal
2025-07,Ayodhya,23,24960.0,0.0009214743589743,LOW,normal
2025-08,Ayodhya,43,24960.0,0.0017227564102564,LOW,normal
2025-09,Ayodhya,46,24960.0,0.0018429487179487,LOW,normal
2025-10,Ayodhya,57,24960.0,0.0022836538461538,LOW,festival
2025-11,Ayodhya,45,24960.0,0.0018028846153846,LOW,festival
2025-12,Ayodhya,46,24960.0,0.0018429487179487,LOW,normal
2025-01,Azamgarh,6811,266240.0,0.0255821814903846,LOW,scheme
2025-02,Azamgarh,840,266240.0,0.003155048076923,LOW,normal
2025-03,Azamgarh,598,266240.0,0.00224609375,LOW,exam
2025-04,Azamgarh,428,266240.0,0.0016075721153846,LOW,exam
2025-05,Azamgarh,431,266240.0,0.0016188401442307,LOW,normal
2025-06,Azamgarh,633,266240.0,0.0023775540865384,LOW,normal
2025-07,Azamgarh,313,266240.0,0.0011756310096153,LOW,normal
2025-08,Azamgarh,678,266240.0,0.0025465745192307,LOW,normal
2025-09,Azamgarh,653,266240.0,0.0024526742788461,LOW,normal
2025-10,Azamgarh,775,266240.0,0.002910907451923,LOW,festival
2025-11,Azamgarh,554,266240.0,0.002080829326923,LOW,festival
2025-12,Azamgarh,802,266240.0,0.0030123197115384,LOW,normal
2025-01,Badgam,58,0.0,inf,HIGH,scheme
2025-01,Badgam,58,20800.0,0.0027884615384615,LOW,scheme
2025-02,Badgam,96,0.0,inf,HIGH,normal
2025-02,Badgam,96,20800.0,0.0046153846153846,LOW,normal
2025-03,Badgam,40,0.0,inf,HIGH,exam
2025-03,Badgam,40,20800.0,0.0019230769230769,LOW,exam
2025-04,Badgam,35,0.0,inf,HIGH,exam
2025-04,Badgam,35,20800.0,0.0016826923076923,LOW,exam
2025-05,Badgam,69,0.0,inf,HIGH,normal
2025-05,Badgam,69,20800.0,0.0033173076923076,LOW,normal
2025-06,Badgam,45,0.0,inf,HIGH,normal
2025-06,Badgam,45,20800.0,0.0021634615384615,LOW,normal
2025-07,Badgam,27,0.0,inf,HIGH,normal
2025-07,Badgam,27,20800.0,0.0012980769230769,LOW,normal
2025-08,Badgam,96,0.0,inf,HIGH,normal
2025-08,Badgam,96,20800.0,0.0046153846153846,LOW,normal
2025-09,Badgam,100,0.0,inf,HIGH,normal
2025-09,Badgam,100,20800.0,0.0048076923076923,LOW,normal
2025-10,Badgam,84,0.0,inf,HIGH,festival
2025-10,Badgam,84,20800.0,0.0040384615384615,LOW,festival
2025-11,Badgam,61,0.0,inf,HIGH,festival
2025-11,Badgam,61,20800.0,0.0029326923076923,LOW,festival
2025-12,Badgam,19,0.0,inf,HIGH,normal
2025-12,Badgam,19,20800.0,0.0009134615384615,LOW,normal
2025-01,Bagalkot,261,87360.0,0.0029876373626373,LOW,scheme
2025-02,Bagalkot,369,87360.0,0.004223901098901,LOW,normal
2025-03,Bagalkot,238,87360.0,0.0027243589743589,LOW,exam
2025-04,Bagalkot,171,87360.0,0.0019574175824175,LOW,exam
2025-05,Bagalkot,111,87360.0,0.0012706043956043,LOW,normal
2025-06,Bagalkot,235,87360.0,0.0026900183150183,LOW,normal
2025-07,Bagalkot,124,87360.0,0.0014194139194139,LOW,normal
2025-08,Bagalkot,306,87360.0,0.0035027472527472,LOW,normal
2025-09,Bagalkot,286,87360.0,0.0032738095238095,LOW,normal
2025-10,Bagalkot,350,87360.0,0.0040064102564102,LOW,festival
2025-11,Bagalkot,313,87360.0,0.0035828754578754,LOW,festival
2025-12,Bagalkot,212,87360.0,0.0024267399267399,LOW,normal
2025-01,Bagalkot *,5,2080.0,0.0024038461538461,LOW,scheme
2025-02,Bagalkot *,14,2080.0,0.0067307692307692,LOW,normal
2025-03,Bagalkot *,16,2080.0,0.0076923076923076,LOW,exam
2025-04,Bagalkot *,7,2080.0,0.0033653846153846,LOW,exam
2025-05,Bagalkot *,3,2080.0,0.0014423076923076,LOW,normal
2025-06,Bagalkot *,14,2080.0,0.0067307692307692,LOW,normal
2025-07,Bagalkot *,1,2080.0,0.0004807692307692,LOW,normal
2025-08,Bagalkot *,5,2080.0,0.0024038461538461,LOW,normal
2025-10,Bagalkot *,9,2080.0,0.004326923076923,LOW,festival
2025-11,Bagalkot *,8,2080.0,0.0038461538461538,LOW,festival
2025-12,Bagalkot *,7,2080.0,0.0033653846153846,LOW,normal
2025-01,Bageshwar,11,12480.0,0.0008814102564102,LOW,scheme
2025-02,Bageshwar,26,12480.0,0.0020833333333333,LOW,normal
2025-03,Bageshwar,31,12480.0,0.0024839743589743,LOW,exam
2025-04,Bageshwar,20,12480.0,0.0016025641025641,LOW,exam
2025-05,Bageshwar,28,12480.0,0.0022435897435897,LOW,normal
2025-06,Bageshwar,18,12480.0,0.0014423076923076,LOW,normal
2025-07,Bageshwar,8,12480.0,0.0006410256410256,LOW,normal
2025-08,Bageshwar,30,12480.0,0.0024038461538461,LOW,normal
2025-09,Bageshwar,45,12480.0,0.0036057692307692,LOW,normal
2025-10,Bageshwar,36,12480.0,0.0028846153846153,LOW,festival
2025-11,Bageshwar,31,12480.0,0.0024839743589743,LOW,festival
2025-12,Bageshwar,16,12480.0,0.0012820512820512,LOW,normal
2025-01,Baghpat,1833,91520.0,0.020028409090909,LOW,scheme
2025-02,Baghpat,313,91520.0,0.0034200174825174,LOW,normal
2025-03,Baghpat,169,91520.0,0.0018465909090909,LOW,exam
2025-04,Baghpat,123,91520.0,0.0013439685314685,LOW,exam
2025-05,Baghpat,135,91520.0,0.0014750874125874,LOW,normal
2025-06,Baghpat,224,91520.0,0.0024475524475524,LOW,normal
2025-07,Baghpat,66,91520.0,0.0007211538461538,LOW,normal
2025-08,Baghpat,205,91520.0,0.0022399475524475,LOW,normal
2025-09,Baghpat,289,91520.0,0.0031577797202797,LOW,normal
2025-10,Baghpat,293,91520.0,0.003201486013986,LOW,festival
2025-11,Baghpat,212,91520.0,0.0023164335664335,LOW,festival
2025-12,Baghpat,224,91520.0,0.0024475524475524,LOW,normal
2025-01,Bahraich,30225,216320.0,0.1397235576923076,MEDIUM,scheme
2025-02,Bahraich,856,216320.0,0.0039571005917159,LOW,normal
2025-03,Bahraich,705,216320.0,0.0032590606508875,LOW,exam
2025-04,Bahraich,585,216320.0,0.0027043269230769,LOW,exam
2025-05,Bahraich,571,216320.0,0.0026396079881656,LOW,normal
2025-06,Bahraich,786,216320.0,0.0036335059171597,LOW,normal
2025-07,Bahraich,392,216320.0,0.0018121301775147,LOW,normal
2025-08,Bahraich,829,216320.0,0.0038322855029585,LOW,normal
2025-09,Bahraich,971,216320.0,0.0044887204142011,LOW,normal
2025-10,Bahraich,879,216320.0,0.004063424556213,LOW,festival
2025-11,Bahraich,632,216320.0,0.002921597633136,LOW,festival
2025-12,Bahraich,830,216320.0,0.0038369082840236,LOW,normal
2025-01,Bajali,4,2080.0,0.0019230769230769,LOW,scheme
2025-02,Bajali,1,2080.0,0.0004807692307692,LOW,normal
2025-05,Bajali,1,2080.0,0.0004807692307692,LOW,normal
2025-06,Bajali,3,2080.0,0.0014423076923076,LOW,normal
2025-08,Bajali,1,2080.0,0.0004807692307692,LOW,normal
2025-10,Bajali,1,2080.0,0.0004807692307692,LOW,festival
2025-12,Bajali,4,2080.0,0.0019230769230769,LOW,normal
2025-01,Baksa,1991,29120.0,0.0683722527472527,LOW,scheme
2025-02,Baksa,150,29120.0,0.0051510989010989,LOW,normal
2025-03,Baksa,94,29120.0,0.0032280219780219,LOW,exam
2025-04,Baksa,66,29120.0,0.0022664835164835,LOW,exam
2025-05,Baksa,107,29120.0,0.0036744505494505,LOW,normal
2025-06,Baksa,62,29120.0,0.0021291208791208,LOW,normal
2025-07,Baksa,55,29120.0,0.0018887362637362,LOW,normal
2025-08,Baksa,88,29120.0,0.003021978021978,LOW,normal
2025-09,Baksa,88,29120.0,0.003021978021978,LOW,normal
2025-10,Baksa,68,29120.0,0.0023351648351648,LOW,festival
2025-11,Baksa,59,29120.0,0.0020260989010989,LOW,festival
