state,district,month,monthly_total_load,district_3M_forecast
Andhra Pradesh,Parvathipuram Manyam,2025-05-01,26,19.0
Andhra Pradesh,Parvathipuram Manyam,2025-06-01,20,17.666666666666668
Andhra Pradesh,Parvathipuram Manyam,2025-07-01,8,18.0
Andhra Pradesh,Parvathipuram Manyam,2025-08-01,19,15.666666666666666
Andhra Pradesh,Parvathipuram Manyam,2025-09-01,16,14.333333333333334
Andhra Pradesh,Parvathipuram Manyam,2025-10-01,24,19.666666666666668
Andhra Pradesh,Parvathipuram Manyam,2025-11-01,11,17.0
Andhra Pradesh,Parvathipuram Manyam,2025-12-01,14,16.333333333333332
Andhra Pradesh,Prakasam,2025-01-01,562,
Andhra Pradesh,Prakasam,2025-02-01,458,
Andhra Pradesh,Prakasam,2025-03-01,316,445.3333333333333
Andhra Pradesh,Prakasam,2025-04-01,162,312.0
Andhra Pradesh,Prakasam,2025-05-01,329,269.0
Andhra Pradesh,Prakasam,2025-06-01,305,265.3333333333333
Andhra Pradesh,Prakasam,2025-07-01,94,242.66666666666666
Andhra Pradesh,Prakasam,2025-08-01,332,243.66666666666666
Andhra Pradesh,Prakasam,2025-09-01,279,235.0
Andhra Pradesh,Prakasam,2025-10-01,313,308.0
Andhra Pradesh,Prakasam,2025-11-01,289,293.6666666666667
Andhra Pradesh,Prakasam,2025-12-01,306,302.6666666666667
Andhra Pradesh,Rangareddi,2025-01-01,72,
Andhra Pradesh,Rangareddi,2025-02-01,128,
Andhra Pradesh,Rangareddi,2025-03-01,77,92.33333333333333
Andhra Pradesh,Rangareddi,2025-04-01,55,86.66666666666667
Andhra Pradesh,Rangareddi,2025-05-01,70,67.33333333333333
Andhra Pradesh,Rangareddi,2025-06-01,39,54.666666666666664
Andhra Pradesh,Rangareddi,2025-07-01,32,47.0
Andhra Pradesh,Rangareddi,2025-08-01,76,49.0
Andhra Pradesh,Rangareddi,2025-09-01,77,61.666666666666664
Andhra Pradesh,Rangareddi,2025-10-01,78,77.0
Andhra Pradesh,Rangareddi,2025-11-01,74,76.33333333333333
Andhra Pradesh,Rangareddi,2025-12-01,80,77.33333333333333
Andhra Pradesh,Spsr Nellore,2025-01-01,2790,
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-01-01,69,
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-02-01,73,
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-03-01,70,70.66666666666667
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-04-01,47,63.333333333333336
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-05-01,82,66.33333333333333
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-06-01,96,75.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-07-01,66,81.33333333333333
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-08-01,47,69.66666666666667
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-09-01,53,55.333333333333336
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-10-01,59,53.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-11-01,53,55.0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025-12-01,57,56.333333333333336
Andhra Pradesh,Sri Sathya Sai,2025-01-01,22,
Andhra Pradesh,Sri Sathya Sai,2025-02-01,38,
Andhra Pradesh,Sri Sathya Sai,2025-03-01,30,30.0
Andhra Pradesh,Sri Sathya Sai,2025-04-01,16,28.0
Andhra Pradesh,Sri Sathya Sai,2025-05-01,32,26.0
Andhra Pradesh,Sri Sathya Sai,2025-06-01,36,28.0
Andhra Pradesh,Sri Sathya Sai,2025-07-01,12,26.666666666666668
Andhra Pradesh,Sri Sathya Sai,2025-08-01,26,24.666666666666668
Andhra Pradesh,Sri Sathya Sai,2025-09-01,30,22.666666666666668
Andhra Pradesh,Sri Sathya Sai,2025-10-01,32,29.333333333333332
Andhra Pradesh,Sri Sathya Sai,2025-11-01,32,31.333333333333332
Andhra Pradesh,Sri Sathya Sai,2025-12-01,30,31.333333333333332
Andhra Pradesh,Srikakulam,2025-01-01,151,
Andhra Pradesh,Srikakulam,2025-02-01,244,
Andhra Pradesh,Srikakulam,2025-03-01,147,180.66666666666666
Andhra Pradesh,Srikakulam,2025-04-01,70,153.66666666666666
Andhra Pradesh,Srikakulam,2025-05-01,266,161.0
Andhra Pradesh,Srikakulam,2025-06-01,178,171.33333333333334
Andhra Pradesh,Srikakulam,2025-07-01,85,176.33333333333334
Andhra Pradesh,Srikakulam,2025-08-01,165,142.66666666666666
Andhra Pradesh,Srikakulam,2025-09-01,184,144.66666666666666
Andhra Pradesh,Srikakulam,2025-10-01,161,170.0
Andhra Pradesh,Srikakulam,2025-11-01,167,170.66666666666666
Andhra Pradesh,Srikakulam,2025-12-01,112,146.66666666666666
Andhra Pradesh,Tirupati,2025-01-01,45,
Andhra Pradesh,Tirupati,2025-02-01,63,
Andhra Pradesh,Tirupati,2025-03-01,40,49.333333333333336
Andhra Pradesh,Tirupati,2025-04-01,14,39.0
Andhra Pradesh,Tirupati,2025-05-01,62,38.666666666666664
Andhra Pradesh,Tirupati,2025-06-01,73,49.666666666666664
Andhra Pradesh,Tirupati,2025-07-01,53,62.666666666666664
Andhra Pradesh,Tirupati,2025-08-01,62,62.666666666666664
Andhra Pradesh,Tirupati,2025-09-01,54,56.333333333333336
Andhra Pradesh,Tirupati,2025-10-01,69,61.666666666666664
Andhra Pradesh,Tirupati,2025-11-01,38,53.666666666666664
Andhra Pradesh,Tirupati,2025-12-01,46,51.0
Andhra Pradesh,Visakhapatanam,2025-01-01,305,
Andhra Pradesh,Visakhapatnam,2025-01-01,201,
Andhra Pradesh,Visakhapatnam,2025-02-01,443,
Andhra Pradesh,Visakhapatnam,2025-03-01,231,291.6666666666667
Andhra Pradesh,Visakhapatnam,2025-04-01,126,266.6666666666667
Andhra Pradesh,Visakhapatnam,2025-05-01,424,260.3333333333333
Andhra Pradesh,Visakhapatnam,2025-06-01,290,280.0
Andhra Pradesh,Visakhapatnam,2025-07-01,150,288.0
Andhra Pradesh,Visakhapatnam,2025-08-01,285,241.66666666666666
Andhra Pradesh,Visakhapatnam,2025-09-01,261,232.0
Andhra Pradesh,Visakhapatnam,2025-10-01,315,287.0
Andhra Pradesh,Visakhapatnam,2025-11-01,256,277.3333333333333
Andhra Pradesh,Visakhapatnam,2025-12-01,242,271.0
Andhra Pradesh,Vizianagaram,2025-01-01,108,
Andhra Pradesh,Vizianagaram,2025-02-01,207,
Andhra Pradesh,Vizianagaram,2025-03-01,117,144.0
Andhra Pradesh,Vizianagaram,2025-04-01,76,133.33333333333334
Andhra Pradesh,Vizianagaram,2025-05-01,157,116.66666666666667
Andhra Pradesh,Vizianagaram,2025-06-01,155,129.33333333333334
Andhra Pradesh,Vizianagaram,2025-07-01,49,120.33333333333333
Andhra Pradesh,Vizianagaram,2025-08-01,180,128.0
Andhra Pradesh,Vizianagaram,2025-09-01,151,126.66666666666667
Andhra Pradesh,Vizianagaram,2025-10-01,155,162.0
Andhra Pradesh,Vizianagaram,2025-11-01,132,146.0
Andhra Pradesh,Vizianagaram,2025-12-01,124,137.0
Andhra Pradesh,Warangal,2025-01-01,50,
Andhra Pradesh,Warangal,2025-02-01,74,
Andhra Pradesh,Warangal,2025-03-01,51,58.333333333333336
Andhra Pradesh,Warangal,2025-04-01,43,56.0
Andhra Pradesh,Warangal,2025-05-01,39,44.333333333333336
Andhra Pradesh,Warangal,2025-06-01,36,39.333333333333336
Andhra Pradesh,Warangal,2025-07-01,20,31.666666666666668
Andhra Pradesh,Warangal,2025-08-01,34,30.0
Andhra Pradesh,Warangal,2025-09-01,55,36.333333333333336
Andhra Pradesh,Warangal,2025-10-01,53,47.333333333333336
Andhra Pradesh,Warangal,2025-11-01,45,51.0
Andhra Pradesh,Warangal,2025-12-01,49,49.0
Andhra Pradesh,West Godavari,2025-01-01,193,
Andhra Pradesh,West Godavari,2025-02-01,329,
Andhra Pradesh,West Godavari,2025-03-01,204,242.0
Andhra Pradesh,West Godavari,2025-04-01,117,216.66666666666666
Andhra Pradesh,West Godavari,2025-05-01,215,178.66666666666666
Andhra Pradesh,West Godavari,2025-06-01,215,182.33333333333334
Andhra Pradesh,West Godavari,2025-07-01,96,175.33333333333334
Andhra Pradesh,West Godavari,2025-08-01,224,178.33333333333334
Andhra Pradesh,West Godavari,2025-09-01,274,198.0
Andhra Pradesh,West Godavari,2025-10-01,201,233.0
Andhra Pradesh,West Godavari,2025-11-01,186,220.33333333333334
Andhra Pradesh,West Godavari,2025-12-01,209,198.66666666666666
Andhra Pradesh,Y. S. R,2025-01-01,27,
Andhra Pradesh,Y. S. R,2025-02-01,38,
Andhra Pradesh,Y. S. R,2025-03-01,28,31.0
Andhra Pradesh,Y. S. R,2025-04-01,12,26.0
Andhra Pradesh,Y. S. R,2025-05-01,46,28.666666666666668
Andhra Pradesh,Y. S. R,2025-06-01,47,35.0
Andhra Pradesh,Y. S. R,2025-07-01,15,36.0
Andhra Pradesh,Y. S. R,2025-08-01,30,30.666666666666668
Andhra Pradesh,Y. S. R,2025-09-01,34,26.333333333333332
Andhra Pradesh,Y. S. R,2025-10-01,32,32.0
Andhra Pradesh,Y. S. R,2025-11-01,26,30.666666666666668
Andhra Pradesh,Y. S. R,2025-12-01,32,30.0
Arunachal Pradesh,Anjaw,2025-01-01,3,
Arunachal Pradesh,Anjaw,2025-03-01,5,
Arunachal Pradesh,Anjaw,2025-05-01,4,4.0
Arunachal Pradesh,Anjaw,2025-06-01,3,4.0
Arunachal Pradesh,Anjaw,2025-08-01,4,3.6666666666666665
Arunachal Pradesh,Anjaw,2025-11-01,3,3.3333333333333335
Arunachal Pradesh,Anjaw,2025-12-01,1,2.6666666666666665
Arunachal Pradesh,Changlang,2025-01-01,45,
Arunachal Pradesh,Changlang,2025-02-01,58,
Arunachal Pradesh,Changlang,2025-03-01,57,53.333333333333336
Arunachal Pradesh,Changlang,2025-04-01,58,57.666666666666664
Arunachal Pradesh,Changlang,2025-05-01,43,52.666666666666664
Arunachal Pradesh,Changlang,2025-06-01,58,53.0
Arunachal Pradesh,Changlang,2025-07-01,45,48.666666666666664
Arunachal Pradesh,Changlang,2025-08-01,61,54.666666666666664
Arunachal Pradesh,Changlang,2025-09-01,66,57.333333333333336
Arunachal Pradesh,Changlang,2025-10-01,15,47.333333333333336
Arunachal Pradesh,Changlang,2025-11-01,35,38.666666666666664
Arunachal Pradesh,Changlang,2025-12-01,20,23.333333333333332
Arunachal Pradesh,Dibang Valley,2025-08-01,4,
Arunachal Pradesh,East Kameng,2025-01-01,5,
Arunachal Pradesh,East Kameng,2025-02-01,5,
Arunachal Pradesh,East Kameng,2025-03-01,4,4.666666666666667
Arunachal Pradesh,East Kameng,2025-04-01,19,9.333333333333334
Arunachal Pradesh,East Kameng,2025-05-01,9,10.666666666666666
Arunachal Pradesh,East Kameng,2025-06-01,11,13.0
Arunachal Pradesh,East Kameng,2025-07-01,5,8.333333333333334
Arunachal Pradesh,East Kameng,2025-08-01,7,7.666666666666667
Arunachal Pradesh,East Kameng,2025-09-01,11,7.666666666666667
Arunachal Pradesh,East Kameng,2025-10-01,1,6.333333333333333
Arunachal Pradesh,East Kameng,2025-11-01,3,5.0
Arunachal Pradesh,East Kameng,2025-12-01,5,3.0
Arunachal Pradesh,East Siang,2025-01-01,1,
Arunachal Pradesh,East Siang,2025-02-01,14,
Arunachal Pradesh,East Siang,2025-03-01,4,6.333333333333333
Arunachal Pradesh,East Siang,2025-04-01,4,7.333333333333333
Arunachal Pradesh,East Siang,2025-05-01,11,6.333333333333333
Arunachal Pradesh,East Siang,2025-06-01,7,7.333333333333333
Arunachal Pradesh,East Siang,2025-07-01,3,7.0
Arunachal Pradesh,East Siang,2025-08-01,9,6.333333333333333
Arunachal Pradesh,East Siang,2025-09-01,11,7.666666666666667
Arunachal Pradesh,East Siang,2025-10-01,4,8.0
Arunachal Pradesh,East Siang,2025-11-01,7,7.333333333333333
Arunachal Pradesh,East Siang,2025-12-01,4,5.0
Arunachal Pradesh,Kamle,2025-01-01,1,
Arunachal Pradesh,Kamle,2025-02-01,5,
Arunachal Pradesh,Kamle,2025-03-01,1,2.3333333333333335
Arunachal Pradesh,Kamle,2025-04-01,9,5.0
Arunachal Pradesh,Kamle,2025-05-01,3,4.333333333333333
Arunachal Pradesh,Kamle,2025-08-01,3,5.0
Arunachal Pradesh,Kra Daadi,2025-01-01,7,
Arunachal Pradesh,Kra Daadi,2025-02-01,4,
Arunachal Pradesh,Kra Daadi,2025-03-01,1,4.0
Arunachal Pradesh,Kra Daadi,2025-04-01,4,3.0
Arunachal Pradesh,Kra Daadi,2025-06-01,3,2.6666666666666665
Arunachal Pradesh,Kra Daadi,2025-08-01,4,3.6666666666666665
Arunachal Pradesh,Kra Daadi,2025-10-01,4,3.6666666666666665
Arunachal Pradesh,Kurung Kumey,2025-01-01,9,
Arunachal Pradesh,Kurung Kumey,2025-02-01,4,
Arunachal Pradesh,Kurung Kumey,2025-03-01,1,4.666666666666667
Arunachal Pradesh,Kurung Kumey,2025-04-01,1,2.0
Arunachal Pradesh,Kurung Kumey,2025-05-01,1,1.0
Arunachal Pradesh,Kurung Kumey,2025-06-01,5,2.3333333333333335
Arunachal Pradesh,Kurung Kumey,2025-07-01,3,3.0
Arunachal Pradesh,Kurung Kumey,2025-08-01,3,3.6666666666666665
Arunachal Pradesh,Kurung Kumey,2025-11-01,1,2.3333333333333335
Arunachal Pradesh,Kurung Kumey,2025-12-01,4,2.6666666666666665
Arunachal Pradesh,Leparada,2025-09-01,1,
Arunachal Pradesh,Lohit,2025-01-01,4,
Arunachal Pradesh,Lohit,2025-02-01,11,
Arunachal Pradesh,Lohit,2025-03-01,3,6.0
Arunachal Pradesh,Lohit,2025-04-01,1,5.0
Arunachal Pradesh,Lohit,2025-05-01,3,2.3333333333333335
Arunachal Pradesh,Lohit,2025-07-01,1,1.6666666666666667
Arunachal Pradesh,Lohit,2025-08-01,20,8.0
Arunachal Pradesh,Lohit,2025-09-01,4,8.333333333333334
Arunachal Pradesh,Lohit,2025-10-01,3,9.0
Arunachal Pradesh,Lohit,2025-11-01,4,3.6666666666666665
Arunachal Pradesh,Lohit,2025-12-01,8,5.0
Arunachal Pradesh,Longding,2025-01-01,583,
Arunachal Pradesh,Longding,2025-02-01,22,
Arunachal Pradesh,Longding,2025-03-01,23,209.33333333333334
Arunachal Pradesh,Longding,2025-04-01,14,19.666666666666668
Arunachal Pradesh,Longding,2025-05-01,7,14.666666666666666
Arunachal Pradesh,Longding,2025-06-01,35,18.666666666666668
Arunachal Pradesh,Longding,2025-07-01,45,29.0
Arunachal Pradesh,Longding,2025-08-01,36,38.666666666666664
Arunachal Pradesh,Longding,2025-09-01,30,37.0
Arunachal Pradesh,Longding,2025-10-01,31,32.333333333333336
Arunachal Pradesh,Longding,2025-11-01,23,28.0
Arunachal Pradesh,Longding,2025-12-01,30,28.0
Arunachal Pradesh,Lower Dibang Valley,2025-01-01,1,
Arunachal Pradesh,Lower Dibang Valley,2025-03-01,4,
Arunachal Pradesh,Lower Dibang Valley,2025-04-01,1,2.0
Arunachal Pradesh,Lower Dibang Valley,2025-06-01,1,2.0
Arunachal Pradesh,Lower Dibang Valley,2025-07-01,1,1.0
Arunachal Pradesh,Lower Dibang Valley,2025-08-01,9,3.6666666666666665
Arunachal Pradesh,Lower Dibang Valley,2025-09-01,4,4.666666666666667
Arunachal Pradesh,Lower Dibang Valley,2025-10-01,8,7.0
Arunachal Pradesh,Lower Dibang Valley,2025-11-01,4,5.333333333333333
Arunachal Pradesh,Lower Dibang Valley,2025-12-01,7,6.333333333333333
Arunachal Pradesh,Lower Siang,2025-01-01,1,
Arunachal Pradesh,Lower Siang,2025-03-01,3,
Arunachal Pradesh,Lower Siang,2025-04-01,4,2.6666666666666665
Arunachal Pradesh,Lower Siang,2025-05-01,3,3.3333333333333335
Arunachal Pradesh,Lower Siang,2025-06-01,4,3.6666666666666665
Arunachal Pradesh,Lower Siang,2025-08-01,3,3.3333333333333335
Arunachal Pradesh,Lower Siang,2025-09-01,3,3.3333333333333335
Arunachal Pradesh,Lower Siang,2025-10-01,3,3.0
Arunachal Pradesh,Lower Subansiri,2025-01-01,8,
Arunachal Pradesh,Lower Subansiri,2025-02-01,5,
Arunachal Pradesh,Lower Subansiri,2025-03-01,9,7.333333333333333
Arunachal Pradesh,Lower Subansiri,2025-04-01,5,6.333333333333333
Arunachal Pradesh,Lower Subansiri,2025-05-01,4,6.0
Arunachal Pradesh,Lower Subansiri,2025-06-01,1,3.3333333333333335
Arunachal Pradesh,Lower Subansiri,2025-07-01,7,4.0
Arunachal Pradesh,Lower Subansiri,2025-08-01,4,4.0
Arunachal Pradesh,Lower Subansiri,2025-09-01,5,5.333333333333333
Arunachal Pradesh,Lower Subansiri,2025-10-01,3,4.0
Arunachal Pradesh,Lower Subansiri,2025-11-01,7,5.0
Arunachal Pradesh,Lower Subansiri,2025-12-01,3,4.333333333333333
Arunachal Pradesh,Namsai,2025-01-01,3,
Arunachal Pradesh,Namsai,2025-02-01,7,
Arunachal Pradesh,Namsai,2025-03-01,11,7.0
Arunachal Pradesh,Namsai,2025-04-01,1,6.333333333333333
Arunachal Pradesh,Namsai,2025-05-01,5,5.666666666666667
Arunachal Pradesh,Namsai,2025-06-01,4,3.3333333333333335
Arunachal Pradesh,Namsai,2025-07-01,3,4.0
Arunachal Pradesh,Namsai,2025-08-01,14,7.0
Arunachal Pradesh,Namsai,2025-09-01,8,8.333333333333334
Arunachal Pradesh,Namsai,2025-10-01,3,8.333333333333334
Arunachal Pradesh,Namsai,2025-11-01,1,4.0
Arunachal Pradesh,Namsai,2025-12-01,7,3.6666666666666665
Arunachal Pradesh,Papum Pare,2025-01-01,16,
Arunachal Pradesh,Papum Pare,2025-02-01,42,
Arunachal Pradesh,Papum Pare,2025-03-01,14,24.0
Arunachal Pradesh,Papum Pare,2025-04-01,5,20.333333333333332
Arunachal Pradesh,Papum Pare,2025-05-01,22,13.666666666666666
Arunachal Pradesh,Papum Pare,2025-06-01,15,14.0
Arunachal Pradesh,Papum Pare,2025-07-01,4,13.666666666666666
Arunachal Pradesh,Papum Pare,2025-08-01,18,12.333333333333334
Arunachal Pradesh,Papum Pare,2025-09-01,14,12.0
Arunachal Pradesh,Papum Pare,2025-10-01,20,17.333333333333332
Arunachal Pradesh,Papum Pare,2025-11-01,18,17.333333333333332
Arunachal Pradesh,Papum Pare,2025-12-01,22,20.0
Arunachal Pradesh,Shi-yomi,2025-03-01,4,
Arunachal Pradesh,Shi-yomi,2025-06-01,11,
Arunachal Pradesh,Shi-yomi,2025-08-01,4,6.333333333333333
Arunachal Pradesh,Shi-yomi,2025-10-01,1,5.333333333333333
Arunachal Pradesh,Shi-yomi,2025-11-01,1,2.0
Arunachal Pradesh,Siang,2025-01-01,1,
Arunachal Pradesh,Siang,2025-02-01,1,
Arunachal Pradesh,Siang,2025-03-01,5,2.3333333333333335
Arunachal Pradesh,Siang,2025-04-01,3,3.0
Arunachal Pradesh,Siang,2025-07-01,1,3.0
Arunachal Pradesh,Siang,2025-08-01,5,3.0
Arunachal Pradesh,Siang,2025-10-01,1,2.3333333333333335
Arunachal Pradesh,Siang,2025-11-01,7,4.333333333333333
Arunachal Pradesh,Siang,2025-12-01,4,4.0
Arunachal Pradesh,Tawang,2025-01-01,5,
Arunachal Pradesh,Tawang,2025-02-01,4,
Arunachal Pradesh,Tawang,2025-03-01,5,4.666666666666667
Arunachal Pradesh,Tawang,2025-05-01,14,7.666666666666667
Arunachal Pradesh,Tawang,2025-06-01,1,6.666666666666667
Arunachal Pradesh,Tawang,2025-08-01,3,6.0
Arunachal Pradesh,Tawang,2025-09-01,4,2.6666666666666665
Arunachal Pradesh,Tawang,2025-10-01,3,3.3333333333333335
Arunachal Pradesh,Tawang,2025-11-01,14,7.0
Arunachal Pradesh,Tawang,2025-12-01,1,6.0
Arunachal Pradesh,Tirap,2025-01-01,1,
Arunachal Pradesh,Tirap,2025-02-01,1,
Arunachal Pradesh,Tirap,2025-03-01,4,2.0
Arunachal Pradesh,Tirap,2025-04-01,1,2.0
Arunachal Pradesh,Tirap,2025-05-01,3,2.6666666666666665
Arunachal Pradesh,Tirap,2025-06-01,7,3.6666666666666665
Arunachal Pradesh,Tirap,2025-07-01,7,5.666666666666667
Arunachal Pradesh,Tirap,2025-08-01,3,5.666666666666667
Arunachal Pradesh,Tirap,2025-09-01,9,6.333333333333333
Arunachal Pradesh,Tirap,2025-10-01,4,5.333333333333333
Arunachal Pradesh,Tirap,2025-11-01,3,5.333333333333333
Arunachal Pradesh,Tirap,2025-12-01,4,3.6666666666666665
Arunachal Pradesh,Upper Siang,2025-01-01,1,
Arunachal Pradesh,Upper Siang,2025-02-01,5,
Arunachal Pradesh,Upper Siang,2025-03-01,3,3.0
Arunachal Pradesh,Upper Siang,2025-06-01,1,3.0
Arunachal Pradesh,Upper Siang,2025-08-01,1,1.6666666666666667
Arunachal Pradesh,Upper Siang,2025-09-01,1,1.0
Arunachal Pradesh,Upper Siang,2025-10-01,8,3.3333333333333335
Arunachal Pradesh,Upper Siang,2025-12-01,1,3.3333333333333335
Arunachal Pradesh,Upper Subansiri,2025-01-01,11,
Arunachal Pradesh,Upper Subansiri,2025-02-01,3,
Arunachal Pradesh,Upper Subansiri,2025-03-01,5,6.333333333333333
Arunachal Pradesh,Upper Subansiri,2025-05-01,4,4.0
Arunachal Pradesh,Upper Subansiri,2025-07-01,4,4.333333333333333
Arunachal Pradesh,Upper Subansiri,2025-08-01,5,4.333333333333333
Arunachal Pradesh,Upper Subansiri,2025-09-01,4,4.333333333333333
Arunachal Pradesh,Upper Subansiri,2025-10-01,8,5.666666666666667
Arunachal Pradesh,Upper Subansiri,2025-11-01,12,8.0
Arunachal Pradesh,Upper Subansiri,2025-12-01,5,8.333333333333334
Arunachal Pradesh,West Kameng,2025-01-01,121,
Arunachal Pradesh,West Kameng,2025-02-01,11,
Arunachal Pradesh,West Kameng,2025-03-01,11,47.666666666666664
Arunachal Pradesh,West Kameng,2025-04-01,8,10.0
Arunachal Pradesh,West Kameng,2025-05-01,11,10.0
Arunachal Pradesh,West Kameng,2025-06-01,4,7.666666666666667
Arunachal Pradesh,West Kameng,2025-07-01,12,9.0
Arunachal Pradesh,West Kameng,2025-08-01,5,7.0
Arunachal Pradesh,West Kameng,2025-09-01,8,8.333333333333334
Arunachal Pradesh,West Kameng,2025-10-01,4,5.666666666666667
Arunachal Pradesh,West Kameng,2025-11-01,3,5.0
Arunachal Pradesh,West Kameng,2025-12-01,12,6.333333333333333
Arunachal Pradesh,West Siang,2025-01-01,18,
Arunachal Pradesh,West Siang,2025-02-01,11,
Arunachal Pradesh,West Siang,2025-03-01,5,11.333333333333334
Arunachal Pradesh,West Siang,2025-04-01,7,7.666666666666667
Arunachal Pradesh,West Siang,2025-05-01,28,13.333333333333334
Arunachal Pradesh,West Siang,2025-06-01,5,13.333333333333334
Arunachal Pradesh,West Siang,2025-07-01,1,11.333333333333334
Arunachal Pradesh,West Siang,2025-08-01,5,3.6666666666666665
Arunachal Pradesh,West Siang,2025-09-01,9,5.0
Arunachal Pradesh,West Siang,2025-10-01,4,6.0
Arunachal Pradesh,West Siang,2025-11-01,4,5.666666666666667
Arunachal Pradesh,West Siang,2025-12-01,12,6.666666666666667
Assam,Bajali,2025-01-01,4,
Assam,Bajali,2025-02-01,1,
Assam,Bajali,2025-05-01,1,2.0
Assam,Bajali,2025-06-01,3,1.6666666666666667
Assam,Bajali,2025-08-01,1,1.6666666666666667
Assam,Bajali,2025-10-01,1,1.6666666666666667
Assam,Bajali,2025-12-01,4,2.0
Assam,Baksa,2025-01-01,1991,
Assam,Baksa,2025-02-01,150,
Assam,Baksa,2025-03-01,94,745.0
Assam,Baksa,2025-04-01,66,103.33333333333333
Assam,Baksa,2025-05-01,107,89.0
Assam,Baksa,2025-06-01,62,78.33333333333333
Assam,Baksa,2025-07-01,55,74.66666666666667
Assam,Baksa,2025-08-01,88,68.33333333333333
Assam,Baksa,2025-09-01,88,77.0
Assam,Baksa,2025-10-01,68,81.33333333333333
Assam,Baksa,2025-11-01,59,71.66666666666667
Assam,Baksa,2025-12-01,69,65.33333333333333
Assam,Barpeta,2025-01-01,8442,
Assam,Barpeta,2025-02-01,567,
Assam,Barpeta,2025-03-01,302,3103.6666666666665
Assam,Barpeta,2025-04-01,298,389.0
Assam,Barpeta,2025-05-01,560,386.6666666666667
Assam,Barpeta,2025-06-01,493,450.3333333333333
Assam,Barpeta,2025-07-01,207,420.0
Assam,Barpeta,2025-08-01,445,381.6666666666667
Assam,Barpeta,2025-09-01,362,338.0
Assam,Barpeta,2025-10-01,319,375.3333333333333
Assam,Barpeta,2025-11-01,343,341.3333333333333
Assam,Barpeta,2025-12-01,297,319.6666666666667
Assam,Biswanath,2025-01-01,392,
Assam,Biswanath,2025-02-01,53,
Assam,Biswanath,2025-03-01,23,156.0
Assam,Biswanath,2025-04-01,31,35.666666666666664
Assam,Biswanath,2025-05-01,65,39.666666666666664
Assam,Biswanath,2025-06-01,55,50.333333333333336
Assam,Biswanath,2025-07-01,18,46.0
Assam,Biswanath,2025-08-01,53,42.0
Assam,Biswanath,2025-09-01,55,42.0
Assam,Biswanath,2025-10-01,42,50.0
Assam,Biswanath,2025-11-01,30,42.333333333333336
Assam,Biswanath,2025-12-01,66,46.0
Assam,Bongaigaon,2025-01-01,1305,
Assam,Bongaigaon,2025-02-01,150,
Assam,Bongaigaon,2025-03-01,54,503.0
Assam,Bongaigaon,2025-04-01,47,83.66666666666667
Assam,Bongaigaon,2025-05-01,117,72.66666666666667
Assam,Bongaigaon,2025-06-01,97,87.0
Assam,Bongaigaon,2025-07-01,36,83.33333333333333
Assam,Bongaigaon,2025-08-01,93,75.33333333333333
Assam,Bongaigaon,2025-09-01,66,65.0
Assam,Bongaigaon,2025-10-01,101,86.66666666666667
Assam,Bongaigaon,2025-11-01,109,92.0
Assam,Bongaigaon,2025-12-01,81,97.0
Assam,Cachar,2025-01-01,12857,
Assam,Cachar,2025-02-01,589,
Assam,Cachar,2025-03-01,379,4608.333333333333
Assam,Cachar,2025-04-01,213,393.6666666666667
Assam,Cachar,2025-05-01,348,313.3333333333333
Assam,Cachar,2025-06-01,335,298.6666666666667
Assam,Cachar,2025-07-01,109,264.0
Assam,Cachar,2025-08-01,398,280.6666666666667
