year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-03,Sindhudurg,1903,3624,5527
2025-03,Singrauli,9011,6282,15293
2025-03,Sirmaur,2804,3382,6186
2025-03,Sirohi,2283,3788,6071
2025-03,Sirsa,4013,7036,11049
2025-03,Sitamarhi,11896,16604,28500
2025-03,Sitapur,28190,8685,36875
2025-03,Sivaganga,6045,7049,13094
2025-03,Siwan,6752,10438,17190
2025-03,Solan,1705,2383,4088
2025-03,Solapur,13276,22111,35387
2025-03,Sonapur,1331,2123,3454
2025-03,Sonbhadra,13274,5911,19185
2025-03,Sonipat,3831,6795,10626
2025-03,Sonitpur,1830,1158,2988
2025-03,South,205,430,635
2025-03,South 24 Parganas,10279,14183,24462
2025-03,South Andaman,948,450,1398
2025-03,South Delhi,11377,16784,28161
2025-03,South Dinajpur,58,140,198
2025-03,South East Delhi,19,40,59
2025-03,South Garo Hills,44,92,136
2025-03,South Goa,2154,2387,4541
2025-03,South Salmara Mankachar,249,133,382
2025-03,South Sikkim,267,131,398
2025-03,South Tripura,5021,7128,12149
2025-03,South Twenty Four Parganas,775,2622,3397
2025-03,South West Delhi,8641,11833,20474
2025-03,South West Garo Hills,159,623,782
2025-03,South West Khasi Hills,168,434,602
2025-03,Sri Muktsar Sahib,3368,6405,9773
2025-03,Sri Potti Sriramulu Nellore,110,172,282
2025-03,Sri Sathya Sai,738,463,1201
2025-03,Srikakulam,22984,6997,29981
2025-03,Srinagar,1965,5087,7052
2025-03,Subarnapur,181,966,1147
2025-03,Sukma,398,1033,1431
2025-03,Sultanpur,7108,4601,11709
2025-03,Sundargarh,401,1844,2245
2025-03,Sundergarh,5085,8316,13401
2025-03,Supaul,6821,11721,18542
2025-03,Surajpur,741,4336,5077
2025-03,Surat,15243,18852,34095
2025-03,Surendra Nagar,7191,7521,14712
2025-03,Surguja,981,3883,4864
2025-03,Suryapet,673,1407,2080
2025-03,Tamenglong,180,364,544
2025-03,Tapi,1872,3805,5677
2025-03,Tarn Taran,3858,10650,14508
2025-03,Tawang,120,78,198
2025-03,Tehri Garhwal,1870,2680,4550
2025-03,Tenkasi,924,440,1364
2025-03,Thane,13203,38556,51759
2025-03,Thanjavur,10900,15976,26876
2025-03,The Dangs,1614,2487,4101
2025-03,The Nilgiris,3433,3093,6526
2025-03,Theni,6290,7860,14150
2025-03,Thiruvallur,250,208,458
2025-03,Thiruvananthapuram,6652,11037,17689
2025-03,Thiruvarur,6865,4266,11131
2025-03,Thoothukkudi,12958,13198,26156
2025-03,Thoubal,1039,1297,2336
2025-03,Thrissur,7177,9335,16512
2025-03,Tikamgarh,9269,13144,22413
2025-03,Tinsukia,1135,846,1981
2025-03,Tirap,61,41,102
2025-03,Tiruchirappalli,10236,16835,27071
2025-03,Tirunelveli,14754,19437,34191
2025-03,Tirupati,268,382,650
2025-03,Tirupattur,1384,426,1810
2025-03,Tiruppur,8331,9270,17601
2025-03,Tiruvallur,18126,15082,33208
2025-03,Tiruvannamalai,19832,6718,26550
2025-03,Tonk,3416,5761,9177
2025-03,Tseminyu,13,46,59
2025-03,Tuensang,285,793,1078
2025-03,Tumakuru,2194,2246,4440
2025-03,Tumkur,1797,5508,7305
2025-03,Udaipur,9024,13530,22554
2025-03,Udalguri,2332,951,3283
2025-03,Udham Singh Nagar,4444,4887,9331
2025-03,Udhampur,3126,4770,7896
2025-03,Udupi,1579,1759,3338
2025-03,Ujjain,5583,6762,12345
2025-03,Ukhrul,376,1359,1735
2025-03,Umaria,1403,3187,4590
2025-03,Una,1841,2517,4358
2025-03,Unakoti,3288,565,3853
2025-03,Unnao,12044,5765,17809
2025-03,Upper Siang,53,72,125
2025-03,Upper Subansiri,217,342,559
2025-03,Uttar Bastar Kanker,181,1236,1417
2025-03,Uttar Dinajpur,3111,5665,8776
2025-03,Uttara Kannada,2057,2476,4533
2025-03,Uttarkashi,764,1581,2345
2025-03,Vadodara,7894,17180,25074
2025-03,Vaishali,9704,16175,25879
2025-03,Valsad,4860,6790,11650
2025-03,Varanasi,9546,8002,17548
2025-03,Vellore,15366,11421,26787
2025-03,Vidisha,5177,5933,11110
2025-03,Vijayanagara,854,1314,2168
2025-03,Vijayapura,4798,2429,7227
2025-03,Vikarabad,546,548,1094
2025-03,Villupuram,15979,4483,20462
2025-03,Viluppuram,5864,8078,13942
2025-03,Virudhunagar,7679,7069,14748
2025-03,Visakhapatnam,21850,15143,36993
2025-03,Vizianagaram,11966,6473,18439
2025-03,Wanaparthy,378,743,1121
2025-03,Warangal,5509,8403,13912
2025-03,Warangal Rural,163,270,433
2025-03,Warangal Urban,261,492,753
2025-03,Wardha,4565,10487,15052
2025-03,Washim,4056,10181,14237
2025-03,Wayanad,1262,2937,4199
2025-03,West,472,407,879
2025-03,West Champaran,9731,15377,25108
2025-03,West Delhi,8635,15644,24279
2025-03,West Garo Hills,917,3902,4819
2025-03,West Godavari,15662,9674,25336
2025-03,West Jaintia Hills,596,335,931
2025-03,West Kameng,188,425,613
2025-03,West Karbi Anglong,76,159,235
2025-03,West Khasi Hills,327,392,719
2025-03,West Midnapore,410,1357,1767
2025-03,West Nimar,259,763,1022
2025-03,West Siang,212,175,387
2025-03,West Sikkim,678,185,863
2025-03,West Singhbhum,11055,9473,20528
2025-03,West Tripura,8314,11372,19686
2025-03,Wokha,246,1146,1392
2025-03,Y. S. R,259,301,560
2025-03,Yadadri.,316,708,1024
2025-03,Yadgir,3464,3419,6883
2025-03,Yamuna Nagar,3318,6573,9891
2025-03,Yamunanagar,14,90,104
2025-03,Yavatmal,10207,28222,38429
2025-03,Zunheboto,159,1508,1667
2025-03,yadgir,81,283,364
2025-04,ANUGUL,18,41,59
2025-04,Adilabad,3265,6068,9333
2025-04,Agar Malwa,1006,1142,2148
2025-04,Agra,23587,9962,33549
2025-04,Ahmadabad,96,1164,1260
2025-04,Ahmadnagar,9904,19453,29357
2025-04,Ahmed Nagar,12,145,157
2025-04,Ahmedabad,18247,27634,45881
2025-04,Aizawl,4073,1701,5774
2025-04,Ajmer,5509,7665,13174
2025-04,Akola,3998,13294,17292
2025-04,Alappuzha,3782,5753,9535
2025-04,Aligarh,21555,5911,27466
2025-04,Alipurduar,372,419,791
2025-04,Alirajpur,4642,4219,8861
2025-04,Allahabad,27810,9107,36917
2025-04,Alluri Sitharama Raju,877,1092,1969
2025-04,Almora,1878,1873,3751
2025-04,Alwar,8463,11534,19997
2025-04,Ambala,4249,6898,11147
2025-04,Ambedkar Nagar,5206,4034,9240
2025-04,Amethi,6276,4187,10463
2025-04,Amravati,7506,23036,30542
2025-04,Amreli,3506,3969,7475
2025-04,Amritsar,7813,13981,21794
2025-04,Amroha,10891,2508,13399
2025-04,Anakapalli,598,342,940
2025-04,Anand,6004,7883,13887
2025-04,Anantapur,5252,6078,11330
2025-04,Ananthapur,15832,2062,17894
2025-04,Ananthapuramu,21835,1945,23780
2025-04,Anantnag,2036,2874,4910
2025-04,Andamans,17,167,184
2025-04,Angul,2839,3957,6796
2025-04,Anjaw,68,53,121
2025-04,Annamayya,760,371,1131
2025-04,Anugul,13,35,48
2025-04,Anuppur,6943,5528,12471
2025-04,Araria,17275,12820,30095
2025-04,Ariyalur,3068,5860,8928
2025-04,Arvalli,2004,1235,3239
2025-04,Arwal,2372,2688,5060
2025-04,Ashok Nagar,8644,3800,12444
2025-04,Auraiya,4730,2327,7057
2025-04,Aurangabad,15841,24835,40676
2025-04,Ayodhya,384,528,912
2025-04,Azamgarh,13049,8716,21765
2025-04,Badgam,443,1317,1760
2025-04,Bagalkot,4249,4379,8628
2025-04,Bagalkot *,26,105,131
2025-04,Bageshwar,827,1777,2604
2025-04,Baghpat,4693,2074,6767
2025-04,Bahraich,17959,7506,25465
2025-04,Baksa,2598,474,3072
2025-04,Balaghat,11048,7463,18511
2025-04,Balangir,5867,6316,12183
2025-04,Baleshwar,893,1997,2890
2025-04,Baleswar,6590,6189,12779
2025-04,Ballari,2822,1418,4240
2025-04,Ballia,7919,6870,14789
2025-04,Balod,1467,5641,7108
2025-04,Baloda Bazar,2580,15415,17995
2025-04,Balrampur,9397,8240,17637
2025-04,Banaskantha,5649,7714,13363
2025-04,Banda,6605,4537,11142
2025-04,Bandipore,959,1732,2691
2025-04,Bangalore,6802,17694,24496
2025-04,Bangalore Rural,2371,1944,4315
2025-04,Banka,11199,7130,18329
2025-04,Bankura,4324,4960,9284
2025-04,Banswara,2510,5348,7858
2025-04,Bapatla,220,165,385
2025-04,Bara Banki,14422,6093,20515
2025-04,Barabanki,74,295,369
2025-04,Baramula,2983,5486,8469
2025-04,Baran,2478,3937,6415
2025-04,Barddhaman,7253,10110,17363
2025-04,Bardhaman,182,568,750
2025-04,Bareilly,22874,8000,30874
2025-04,Bargarh,3623,4497,8120
2025-04,Barmer,7900,9457,17357
2025-04,Barnala,1343,2420,3763
2025-04,Barpeta,9902,2067,11969
2025-04,Barwani,15662,11872,27534
2025-04,Bastar,1359,7487,8846
2025-04,Basti,10172,4692,14864
2025-04,Bathinda,4293,6306,10599
2025-04,Baudh,118,598,716
2025-04,Beed,8445,18130,26575
2025-04,Begusarai,14813,11846,26659
2025-04,Belagavi,5270,3478,8748
2025-04,Belgaum,4332,7869,12201
2025-04,Bellary,2968,4023,6991
2025-04,Bemetara,1392,7909,9301
2025-04,Bengaluru,19925,19444,39369
2025-04,Betul,11062,11031,22093
2025-04,Bhadohi,519,396,915
2025-04,Bhadradri Kothagudem,436,765,1201
2025-04,Bhadrak,5785,6223,12008
2025-04,Bhagalpur,14317,10270,24587
2025-04,Bhandara,2722,8462,11184
2025-04,Bharatpur,4285,7395,11680
2025-04,Bharuch,4252,5159,9411
2025-04,Bhavnagar,7718,9386,17104
2025-04,Bhilwara,3632,4556,8188
2025-04,Bhind,5754,2999,8753
2025-04,Bhiwani,4533,7663,12196
2025-04,Bhojpur,6166,8088,14254
2025-04,Bhopal,11729,9688,21417
2025-04,Bidar,3396,5280,8676
2025-04,Bijapur,3185,5537,8722
2025-04,Bijnor,17712,8228,25940
2025-04,Bikaner,5120,8366,13486
2025-04,Bilaspur,4626,21748,26374
2025-04,Birbhum,3729,5232,8961
2025-04,Bishnupur,810,558,1368
2025-04,Biswanath,1463,323,1786
2025-04,Bokaro,9457,11093,20550
2025-04,Bongaigaon,4512,1135,5647
2025-04,Botad,909,636,1545
2025-04,Boudh,1416,1699,3115
2025-04,Budaun,8910,3583,12493
2025-04,Budgam,1571,832,2403
2025-04,Bulandshahr,18815,5197,24012
2025-04,Buldana,122,1963,2085
2025-04,Buldhana,4721,11245,15966
2025-04,Bundi,2098,3150,5248
2025-04,Burhanpur,3801,3962,7763
2025-04,Buxar,4215,4119,8334
2025-04,Cachar,9483,2866,12349
2025-04,Central Delhi,5261,5303,10564
2025-04,Chamarajanagar,17,56,73
2025-04,Chamba,1806,2724,4530
2025-04,Chamoli,1412,2205,3617
2025-04,Champawat,1196,1572,2768
2025-04,Champhai,2757,965,3722
2025-04,Chamrajanagar,1286,1452,2738
2025-04,Chamrajnagar,13,61,74
2025-04,Chandauli,9704,3295,12999
2025-04,Chandel,387,492,879
2025-04,Chandigarh,4587,3334,7921
2025-04,Chandrapur,5339,13857,19196
2025-04,Changlang,490,258,748
2025-04,Charaideo,385,166,551
2025-04,Charkhi Dadri,341,759,1100
2025-04,Chatra,5480,5540,11020
2025-04,Chatrapati Sambhaji Nagar,53,262,315
2025-04,Chengalpattu,219,233,452
2025-04,Chennai,8877,14753,23630
2025-04,Chhatarpur,14269,9000,23269
2025-04,Chhatrapati Sambhajinagar,64,353,417
2025-04,Chhindwara,8906,9286,18192
2025-04,Chhotaudepur,2427,2256,4683
2025-04,Chickmagalur,724,1587,2311
2025-04,Chikkaballapur,2472,2223,4695
2025-04,Chikkamagaluru,1123,711,1834
2025-04,Chikmagalur,23,65,88
2025-04,Chirang,2597,633,3230
2025-04,Chitradurga,3342,3500,6842
2025-04,Chitrakoot,6112,2612,8724
2025-04,Chittaurgarh,24,98,122
2025-04,Chittoor,35284,10206,45490
2025-04,Chittorgarh,2053,2591,4644
2025-04,Chumukedima,27,63,90
2025-04,Churachandpur,861,960,1821
2025-04,Churu,5149,7988,13137
2025-04,Coimbatore,8351,16329,24680
2025-04,Cooch Behar,2096,3125,5221
2025-04,Cuddalore,10089,7240,17329
2025-04,Cuddapah,22219,5703,27922
2025-04,Cuttack,6227,9905,16132
2025-04,Dadra and Nagar Haveli,1417,2182,3599
2025-04,Dahod,7920,8011,15931
2025-04,Dakshin Bastar Dantewada,539,1337,1876
2025-04,Dakshin Dinajpur,3066,2385,5451
2025-04,Dakshina Kannada,4599,4969,9568
2025-04,Daman,501,373,874
2025-04,Damoh,18109,8967,27076
2025-04,Dantewada,188,600,788
2025-04,Darbhanga,18424,16329,34753
2025-04,Darjeeling,1465,3099,4564
2025-04,Darjiling,64,181,245
2025-04,Darrang,3709,1180,4889
2025-04,Datia,4531,2350,6881
2025-04,Dausa,4090,5974,10064
2025-04,Davanagere,66,322,388
2025-04,Davangere,4914,5901,10815
2025-04,Debagarh,796,1078,1874
2025-04,Dehradun,5431,7762,13193
2025-04,Deoghar,6707,5891,12598
2025-04,Deoria,11809,7245,19054
2025-04,Devbhumi Dwarka,2361,1003,3364
2025-04,Dewas,6769,7532,14301
2025-04,Dhalai,4161,2012,6173
2025-04,Dhalai  *,41,90,131
2025-04,Dhamtari,1473,9230,10703
2025-04,Dhanbad,12152,17659,29811
2025-04,Dhar,10072,9703,19775
2025-04,Dharashiv,11,34,45
2025-04,Dharmapuri,6424,3854,10278
2025-04,Dharwad,5194,5962,11156
2025-04,Dhemaji,1532,642,2174
2025-04,Dhenkanal,4737,5767,10504
2025-04,Dholpur,2831,3372,6203
2025-04,Dhubri,9246,1767,11013
2025-04,Dhule,5882,14299,20181
2025-04,Dibang Valley,11,11,22
2025-04,Dibrugarh,2860,2275,5135
2025-04,Dimapur,936,2059,2995
2025-04,Dindigul,7240,14614,21854
2025-04,Dindori,7309,4827,12136
2025-04,Diu,305,95,400
2025-04,Doda,1753,2224,3977
2025-04,Dohad,367,1988,2355
2025-04,Dr. B. R. Ambedkar Konaseema,321,247,568
2025-04,Dumka,9051,8197,17248
2025-04,Dungarpur,3240,4628,7868
2025-04,Durg,3606,15585,19191
2025-04,East,398,566,964
2025-04,East Champaran,18395,16092,34487
2025-04,East Delhi,12509,14044,26553
2025-04,East Garo Hills,141,243,384
2025-04,East Godavari,39510,11585,51095
2025-04,East Jaintia Hills,213,85,298
2025-04,East Kameng,333,168,501
2025-04,East Khasi Hills,1297,1920,3217
2025-04,East Midnapore,716,1296,2012
2025-04,East Nimar,1477,3783,5260
2025-04,East Siang,191,112,303
2025-04,East Sikkim,365,251,616
2025-04,East Singhbhum,12370,12771,25141
2025-04,Eluru,402,462,864
2025-04,Ernakulam,6706,9970,16676
2025-04,Erode,4766,8601,13367
2025-04,Etah,13484,2531,16015
2025-04,Etawah,7384,3127,10511
2025-04,Faizabad,8834,3119,11953
2025-04,Faridabad,6769,8256,15025
2025-04,Faridkot,1680,3210,4890
2025-04,Farrukhabad,7045,2139,9184
2025-04,Fatehabad,5328,5328,10656
2025-04,Fatehgarh Sahib,1514,2354,3868
2025-04,Fatehpur,8256,6378,14634
2025-04,Fazilka,3153,3766,6919
2025-04,Ferozepur,2647,4108,6755
2025-04,Firozabad,15017,3352,18369
2025-04,Firozpur,168,1095,1263
2025-04,Gadag,2629,2131,4760
2025-04,Gadag *,24,64,88
2025-04,Gadchiroli,2630,7706,10336
2025-04,Gajapati,3016,4447,7463
2025-04,Ganderbal,747,1071,1818
2025-04,Gandhinagar,3978,5229,9207
2025-04,Ganganagar,3475,6919,10394
2025-04,Ganjam,10345,11619,21964
2025-04,Garhwa,8111,8987,17098
2025-04,Garhwa *,111,782,893
2025-04,Gariyaband,749,5973,6722
2025-04,Gaurela-pendra-marwahi,51,423,474
2025-04,Gautam Buddha Nagar,7021,5188,12209
2025-04,Gaya,17648,14616,32264
2025-04,Ghaziabad,14642,10837,25479
2025-04,Ghazipur,15205,6326,21531
2025-04,Gir Somnath,2439,1721,4160
2025-04,Giridih,11780,10036,21816
2025-04,Goalpara,2740,746,3486
2025-04,Godda,11029,6501,17530
2025-04,Golaghat,1210,763,1973
2025-04,Gomati,2197,399,2596
2025-04,Gonda,14460,6876,21336
2025-04,Gondiya,3227,4618,7845
2025-04,Gopalganj,8655,7342,15997
2025-04,Gorakhpur,9404,12727,22131
2025-04,Gulbarga,1928,4469,6397
2025-04,Gumla,6495,8916,15411
2025-04,Guna,11724,5429,17153
2025-04,Guntur,40190,11344,51534
2025-04,Gurdaspur,5242,10128,15370
2025-04,Gurgaon,4250,4638,8888
2025-04,Gwalior,10154,6546,16700
2025-04,Hailakandi,1165,482,1647
2025-04,Hamirpur,4375,3789,8164
2025-04,Hanumakonda,205,841,1046
2025-04,Hanumangarh,3571,6728,10299
2025-04,Haora,436,2286,2722
2025-04,Hapur,4513,1909,6422
2025-04,Harda,3532,2643,6175
2025-04,Harda *,313,1121,1434
2025-04,Hardoi,22209,6727,28936
2025-04,Haridwar,5234,5015,10249
2025-04,Hasan,103,422,525
2025-04,Hassan,2846,2427,5273
2025-04,Hathras,9198,2227,11425
2025-04,Haveri,3661,4525,8186
2025-04,Haveri *,31,117,148
2025-04,Hazaribag,379,1006,1385
2025-04,Hazaribagh,7363,5568,12931
2025-04,Hingoli,3222,6628,9850
2025-04,Hisar,6989,8277,15266
2025-04,Hojai,2871,1358,4229
2025-04,Hooghly,6712,10261,16973
2025-04,Hoshangabad,8610,6927,15537
2025-04,Hoshiarpur,3760,7474,11234
2025-04,Howrah,3829,7347,11176
2025-04,Hyderabad,11665,20151,31816
2025-04,Idukki,2043,3003,5046
2025-04,Imphal East,1438,1252,2690
2025-04,Imphal West,1363,1265,2628
2025-04,Indore,14574,12400,26974
2025-04,JAJPUR,1983,2577,4560
2025-04,Jabalpur,10507,8228,18735
2025-04,Jagatsinghapur,2229,2932,5161
2025-04,Jagatsinghpur,242,764,1006
2025-04,Jagitial,328,434,762
2025-04,Jaipur,14715,25717,40432
2025-04,Jaisalmer,1898,2533,4431
2025-04,Jajapur,3289,3870,7159
2025-04,Jalandhar,6195,12489,18684
2025-04,Jalaun,6056,3593,9649
2025-04,Jalgaon,12325,25017,37342
2025-04,Jalna,4561,10514,15075
2025-04,Jalor,3173,5924,9097
2025-04,Jalpaiguri,3315,5838,9153
2025-04,Jammu,3161,7006,10167
2025-04,Jamnagar,3999,4706,8705
2025-04,Jamtara,3727,3566,7293
2025-04,Jamui,7373,4803,12176
2025-04,Jangoan,135,274,409
2025-04,Janjgir-champa,3329,20749,24078
2025-04,Jashpur,1311,6376,7687
2025-04,Jaunpur,12071,7906,19977
2025-04,Jayashankar Bhupalpally,115,183,298
2025-04,Jehanabad,2739,2931,5670
2025-04,Jhabua,7489,6260,13749
2025-04,Jhajjar,2916,4149,7065
2025-04,Jhalawar,2269,3399,5668
2025-04,Jhansi,8508,5297,13805
2025-04,Jhargram,135,279,414
2025-04,Jharsuguda,1438,1318,2756
2025-04,Jhunjhunu,16,74,90
2025-04,Jhunjhunun,3967,7713,11680
2025-04,Jind,4833,7701,12534
2025-04,Jiribam,42,273,315
2025-04,Jodhpur,9733,14493,24226
2025-04,Jogulamba Gadwal,427,545,972
2025-04,Jorhat,1052,436,1488
2025-04,Junagadh,3163,8036,11199
2025-04,K.v. Rangareddy,9527,13014,22541
2025-04,Kabeerdham,574,2285,2859
2025-04,Kachchh,9160,7044,16204
2025-04,Kaimur (Bhabua),5973,4993,10966
2025-04,Kaithal,3915,6610,10525
2025-04,Kakching,78,40,118
2025-04,Kakinada,710,613,1323
2025-04,Kalaburagi,4184,2891,7075
2025-04,Kalahandi,4833,7521,12354
2025-04,Kalimpong,31,19,50
2025-04,Kallakurichi,177,199,376
2025-04,Kamareddy,397,584,981
2025-04,Kamrup,8005,1226,9231
2025-04,Kamrup Metro,2881,1492,4373
2025-04,Kancheepuram,11633,12146,23779
2025-04,Kandhamal,3192,4343,7535
2025-04,Kangra,4415,5920,10335
2025-04,Kanker,703,3447,4150
2025-04,Kannauj,6803,2814,9617
2025-04,Kanniyakumari,1340,3932,5272
2025-04,Kannur,5967,7398,13365
2025-04,Kanpur Dehat,7829,2343,10172
2025-04,Kanpur Nagar,12059,11042,23101
2025-04,Kanyakumari,1101,771,1872
2025-04,Kapurthala,2429,4988,7417
2025-04,Karaikal,378,883,1261
2025-04,Karauli,3217,3723,6940
2025-04,Karbi Anglong,2984,1071,4055
2025-04,Kargil,527,412,939
2025-04,Karim Nagar,25,34,59
2025-04,Karimganj,2550,934,3484
2025-04,Karimnagar,5593,7053,12646
2025-04,Karnal,4570,9626,14196
2025-04,Karur,2641,3485,6126
2025-04,Kasaragod,5982,3851,9833
2025-04,Kasargod,13,47,60
2025-04,Kasganj,6901,2382,9283
2025-04,Kathua,1919,2406,4325
2025-04,Katihar,20160,16110,36270
2025-04,Katni,5161,6243,11404
2025-04,Kaushambi,12911,2180,15091
2025-04,Kawardha,895,5195,6090
2025-04,Kendrapara,4163,5515,9678
2025-04,Kendujhar,5511,7609,13120
2025-04,Khagaria,7712,6367,14079
2025-04,Khammam,3028,3871,6899
2025-04,Khandwa,5702,2816,8518
2025-04,Khargone,14061,10969,25030
2025-04,Kheda,5900,7903,13803
2025-04,Kheri,14683,6033,20716
2025-04,Khorda,5312,6895,12207
2025-04,Khordha,429,2408,2837
2025-04,Khowai,1226,266,1492
2025-04,Khunti,2733,3899,6632
2025-04,Kinnaur,287,300,587
2025-04,Kiphire,214,495,709
2025-04,Kishanganj,9326,8916,18242
2025-04,Kishtwar,1440,1223,2663
2025-04,Koch Bihar,244,840,1084
2025-04,Kodagu,1054,1047,2101
2025-04,Kodarma,271,640,911
2025-04,Koderma,4033,3673,7706
2025-04,Kohima,345,1416,1761
2025-04,Kokrajhar,4750,1068,5818
2025-04,Kolar,3623,3570,7193
2025-04,Kolasib,1849,580,2429
2025-04,Kolhapur,15200,16393,31593
2025-04,Kolkata,2609,7951,10560
2025-04,Kollam,6100,8828,14928
2025-04,Komaram Bheem,313,496,809
2025-04,Kondagaon,541,3788,4329
2025-04,Koppal,3215,3006,6221
2025-04,Koraput,5205,6716,11921
2025-04,Korba,3449,9118,12567
2025-04,Koriya,1146,5315,6461
2025-04,Kota,3659,5336,8995
2025-04,Kottayam,3014,5071,8085
2025-04,Kozhikode,6503,7656,14159
2025-04,Kra Daadi,127,80,207
2025-04,Krishna,29038,9999,39037
2025-04,Krishnagiri,6026,5057,11083
2025-04,Kulgam,1461,1971,3432
2025-04,Kullu,1709,1677,3386
2025-04,Kupwara,3485,4378,7863
2025-04,Kurnool,56618,11320,67938
2025-04,Kurukshetra,3786,7221,11007
2025-04,Kurung Kumey,107,467,574
2025-04,Kushinagar,9515,8053,17568
2025-04,Lakhimpur,3081,896,3977
2025-04,Lakhisarai,4012,3848,7860
2025-04,Lakshadweep,386,320,706
2025-04,Lalitpur,4531,3627,8158
2025-04,Latehar,4583,3178,7761
2025-04,Latur,8274,21319,29593
2025-04,Lawngtlai,1802,847,2649
2025-04,Leh,257,421,678
2025-04,Lohardaga,3098,4422,7520
2025-04,Lohit,177,306,483
2025-04,Longding,277,126,403
2025-04,Longleng,100,251,351
2025-04,Lower Dibang Valley,111,67,178
2025-04,Lower Subansiri,169,178,347
2025-04,Lucknow,17408,12249,29657
2025-04,Ludhiana,10346,14080,24426
2025-04,Lunglei,2359,1105,3464
2025-04,Madhepura,11307,10247,21554
2025-04,Madhubani,21330,19418,40748
2025-04,Madurai,10401,14583,24984
2025-04,Mahabub Nagar,35,86,121
2025-04,Mahabubabad,285,476,761
2025-04,Mahabubnagar,8084,9148,17232
2025-04,Maharajganj,6533,5487,12020
2025-04,Mahasamund,1532,12826,14358
2025-04,Mahbubnagar,189,664,853
2025-04,Mahendragarh,1964,3058,5022
2025-04,Mahesana,3672,5662,9334
2025-04,Mahisagar,1745,1517,3262
2025-04,Mahoba,3350,1489,4839
2025-04,Maihar,21,71,92
2025-04,Mainpuri,4338,2680,7018
2025-04,Majuli,461,75,536
2025-04,Malappuram,12171,13850,26021
2025-04,Malda,3440,5957,9397
2025-04,Maldah,242,797,1039
2025-04,Malerkotla,510,898,1408
2025-04,Malkangiri,3623,2296,5919
2025-04,Mamit,2407,510,2917
2025-04,Mammit,454,343,797
2025-04,Mancherial,322,543,865
2025-04,Mandi,3982,4865,8847
2025-04,Mandla,5930,3749,9679
2025-04,Mandsaur,6308,5411,11719
2025-04,Mandya,3463,4084,7547
2025-04,ManendragarhChirmiriBharatpur,15,118,133
2025-04,Mansa,2145,4522,6667
2025-04,Marigaon,4983,1237,6220
2025-04,Mathura,10819,4179,14998
2025-04,Mau,6021,3902,9923
2025-04,Mayiladuthurai,115,40,155
2025-04,Mayurbhanj,9393,11771,21164
2025-04,Medak,4924,6210,11134
2025-04,Medchal-malkajgiri,1109,1772,2881
2025-04,Meerut,15088,7492,22580
2025-04,Mewat,3161,3057,6218
2025-04,Mirzapur,10945,3802,14747
2025-04,Moga,2910,4820,7730
2025-04,Mohla-Manpur-Ambagarh Chouki,120,777,897
2025-04,Mokokchung,216,967,1183
2025-04,Mon,524,1210,1734
2025-04,Moradabad,16586,6986,23572
2025-04,Morbi,2887,1336,4223
2025-04,Morena,13836,6276,20112
2025-04,Muktsar,98,1017,1115
2025-04,Mulugu,148,257,405
2025-04,Mumbai,10735,29324,40059
2025-04,Mumbai City,2694,2433,5127
2025-04,Mumbai Suburban,9528,9391,18919
2025-04,Mungeli,1460,7647,9107
2025-04,Munger,3807,3746,7553
2025-04,Murshidabad,8022,13859,21881
2025-04,Muzaffarnagar,16529,6262,22791
2025-04,Muzaffarpur,18807,16225,35032
2025-04,Mysore,1800,4531,6331
2025-04,Mysuru,3719,3149,6868
2025-04,N. T. R,993,944,1937
2025-04,Nabarangapur,6437,6560,12997
2025-04,Nadia,4993,9147,14140
2025-04,Nagaon,8183,5530,13713
2025-04,Nagapattinam,3581,4310,7891
2025-04,Nagarkurnool,372,550,922
2025-04,Nagaur,7553,12226,19779
2025-04,Nagpur,10872,28643,39515
2025-04,Nainital,3441,3584,7025
2025-04,Najafgarh,10,209,219
2025-04,Nalanda,9408,9234,18642
2025-04,Nalbari,1452,301,1753
2025-04,Nalgonda,6023,6469,12492
2025-04,Namakkal,4064,8575,12639
2025-04,Namsai,327,351,678
2025-04,Nanded,11868,18508,30376
2025-04,Nandurbar,5673,11344,17017
2025-04,Nandyal,658,411,1069
2025-04,Narayanpet,190,257,447
2025-04,Narayanpur,638,2468,3106
2025-04,Narmada,1836,3207,5043
2025-04,Narmadapuram,194,781,975
2025-04,Narsimhapur,246,746,992
2025-04,Narsinghpur,4619,2734,7353
2025-04,Nashik,13708,30777,44485
2025-04,Navsari,2813,2655,5468
2025-04,Nawada,6580,6134,12714
2025-04,Nayagarh,3265,4114,7379
