district,year_month,demand_total,mom_growth
Baksa,2025-02,150,-0.9246609743847313
Baksa,2025-03,94,-0.3733333333333333
Baksa,2025-04,66,-0.2978723404255319
Baksa,2025-05,107,0.6212121212121211
Baksa,2025-06,62,-0.42056074766355145
Baksa,2025-07,55,-0.11290322580645162
Baksa,2025-08,88,0.6000000000000001
Baksa,2025-09,88,0.0
Baksa,2025-10,68,-0.2272727272727273
Baksa,2025-11,59,-0.13235294117647056
Baksa,2025-12,69,0.1694915254237288
Balaghat,2025-01,687,
Balaghat,2025-02,463,-0.3260553129548762
Balaghat,2025-03,216,-0.5334773218142548
Balaghat,2025-04,134,-0.37962962962962965
Balaghat,2025-05,192,0.4328358208955223
Balaghat,2025-06,147,-0.234375
Balaghat,2025-07,99,-0.326530612244898
Balaghat,2025-08,279,1.8181818181818183
Balaghat,2025-09,281,0.007168458781362075
Balaghat,2025-10,323,0.14946619217081847
Balaghat,2025-11,317,-0.018575851393188847
Balaghat,2025-12,227,-0.28391167192429023
Balangir,2025-01,506,
Balangir,2025-02,648,0.2806324110671936
Balangir,2025-03,486,-0.25
Balangir,2025-04,360,-0.2592592592592593
Balangir,2025-05,386,0.07222222222222219
Balangir,2025-06,394,0.020725388601036343
Balangir,2025-07,86,-0.7817258883248731
Balangir,2025-08,548,5.372093023255814
Balangir,2025-09,552,0.007299270072992803
Balangir,2025-10,424,-0.23188405797101452
Balangir,2025-11,412,-0.028301886792452824
Balangir,2025-12,354,-0.14077669902912626
Baleshwar,2025-01,84,
Baleshwar,2025-02,166,0.9761904761904763
Baleshwar,2025-03,74,-0.5542168674698795
Baleshwar,2025-04,78,0.054054054054053946
Baleshwar,2025-05,86,0.10256410256410264
Baleshwar,2025-06,98,0.13953488372093026
Baleshwar,2025-07,26,-0.7346938775510203
Baleshwar,2025-08,132,4.076923076923077
Baleshwar,2025-09,78,-0.40909090909090906
Baleshwar,2025-10,156,1.0
Baleshwar,2025-11,88,-0.4358974358974359
Baleshwar,2025-12,98,0.11363636363636354
Baleswar,2025-01,502,
Baleswar,2025-02,766,0.5258964143426295
Baleswar,2025-03,346,-0.5483028720626633
Baleswar,2025-04,384,0.10982658959537561
Baleswar,2025-05,352,-0.08333333333333337
Baleswar,2025-06,472,0.34090909090909083
Baleswar,2025-07,122,-0.7415254237288136
Baleswar,2025-08,570,3.6721311475409832
Baleswar,2025-09,630,0.10526315789473695
Baleswar,2025-10,616,-0.022222222222222254
Baleswar,2025-11,564,-0.08441558441558439
Baleswar,2025-12,484,-0.14184397163120566
Ballari,2025-01,100,
Ballari,2025-02,148,0.48
Ballari,2025-03,86,-0.41891891891891897
Ballari,2025-04,92,0.06976744186046502
Ballari,2025-05,69,-0.25
Ballari,2025-06,104,0.5072463768115942
Ballari,2025-07,20,-0.8076923076923077
Ballari,2025-08,140,6.0
Ballari,2025-09,131,-0.06428571428571428
Ballari,2025-10,158,0.20610687022900764
Ballari,2025-11,123,-0.2215189873417721
Ballari,2025-12,90,-0.2682926829268293
Ballia,2025-01,338,
Ballia,2025-02,490,0.4497041420118344
Ballia,2025-03,369,-0.24693877551020404
Ballia,2025-04,235,-0.36314363143631434
Ballia,2025-05,320,0.36170212765957444
Ballia,2025-06,343,0.07187499999999991
Ballia,2025-07,209,-0.39067055393586003
Ballia,2025-08,455,1.1770334928229667
Ballia,2025-09,456,0.00219780219780219
Ballia,2025-10,597,0.3092105263157894
Ballia,2025-11,385,-0.355108877721943
Ballia,2025-12,379,-0.01558441558441559
Balod,2025-01,27,
Balod,2025-02,113,3.185185185185185
Balod,2025-03,42,-0.6283185840707964
Balod,2025-04,20,-0.5238095238095238
Balod,2025-05,51,1.5499999999999998
Balod,2025-06,47,-0.07843137254901966
Balod,2025-07,27,-0.42553191489361697
Balod,2025-08,107,2.962962962962963
Balod,2025-09,88,-0.17757009345794394
Balod,2025-10,78,-0.11363636363636365
Balod,2025-11,58,-0.2564102564102564
Balod,2025-12,57,-0.017241379310344862
Baloda Bazar,2025-01,861,
Baloda Bazar,2025-02,296,-0.6562137049941927
Baloda Bazar,2025-03,121,-0.5912162162162162
Baloda Bazar,2025-04,62,-0.487603305785124
Baloda Bazar,2025-05,123,0.9838709677419355
Baloda Bazar,2025-06,121,-0.016260162601625994
Baloda Bazar,2025-07,92,-0.23966942148760328
Baloda Bazar,2025-08,250,1.7173913043478262
Baloda Bazar,2025-09,190,-0.24
Baloda Bazar,2025-10,176,-0.0736842105263158
Baloda Bazar,2025-11,109,-0.38068181818181823
Baloda Bazar,2025-12,177,0.6238532110091743
Balrampur,2025-01,17362,
Balrampur,2025-02,1196,-0.9311139269669393
Balrampur,2025-03,732,-0.38795986622073575
Balrampur,2025-04,494,-0.32513661202185795
Balrampur,2025-05,968,0.9595141700404859
Balrampur,2025-06,732,-0.24380165289256195
Balrampur,2025-07,446,-0.3907103825136612
Balrampur,2025-08,1158,1.5964125560538118
Balrampur,2025-09,1074,-0.07253886010362698
Balrampur,2025-10,1298,0.2085661080074488
Balrampur,2025-11,748,-0.423728813559322
Balrampur,2025-12,818,0.09358288770053469
Banas Kantha,2025-01,16905,
Banas Kantha,2025-02,11,-0.999349304939367
Banas Kantha,2025-03,5,-0.5454545454545454
Banas Kantha,2025-04,1,-0.8
Banas Kantha,2025-06,1,0.0
Banas Kantha,2025-08,3,2.0
Banas Kantha,2025-09,9,2.0
Banas Kantha,2025-10,12,0.33333333333333326
Banas Kantha,2025-11,1,-0.9166666666666666
Banas Kantha,2025-12,8,7.0
Banaskantha,2025-01,8737,
Banaskantha,2025-02,653,-0.9252603868604784
Banaskantha,2025-03,358,-0.4517611026033691
Banaskantha,2025-04,325,-0.09217877094972071
Banaskantha,2025-05,78,-0.76
Banaskantha,2025-06,216,1.7692307692307692
Banaskantha,2025-07,104,-0.5185185185185186
Banaskantha,2025-08,224,1.1538461538461537
Banaskantha,2025-09,373,0.6651785714285714
Banaskantha,2025-10,377,0.01072386058981234
Banaskantha,2025-11,481,0.27586206896551735
Banaskantha,2025-12,498,0.03534303534303529
Banda,2025-01,6202,
Banda,2025-02,397,-0.935988390841664
Banda,2025-03,252,-0.36523929471032746
Banda,2025-04,193,-0.23412698412698407
Banda,2025-05,212,0.09844559585492219
Banda,2025-06,202,-0.047169811320754707
Banda,2025-07,92,-0.5445544554455446
Banda,2025-08,324,2.5217391304347827
Banda,2025-09,312,-0.03703703703703709
Banda,2025-10,313,0.0032051282051281937
Banda,2025-11,220,-0.2971246006389776
Banda,2025-12,247,0.1227272727272728
Bandipore,2025-01,70,
Bandipore,2025-02,96,0.37142857142857144
Bandipore,2025-03,68,-0.29166666666666663
Bandipore,2025-04,30,-0.5588235294117647
Bandipore,2025-05,51,0.7
Bandipore,2025-06,72,0.41176470588235303
Bandipore,2025-07,20,-0.7222222222222222
Bandipore,2025-08,63,2.15
Bandipore,2025-09,112,0.7777777777777777
Bandipore,2025-10,86,-0.2321428571428571
Bandipore,2025-11,42,-0.5116279069767442
Bandipore,2025-12,8,-0.8095238095238095
Bangalore,2025-01,192,
Bangalore,2025-02,338,0.7604166666666667
Bangalore,2025-03,161,-0.5236686390532544
Bangalore,2025-04,101,-0.3726708074534162
Bangalore,2025-05,209,1.0693069306930694
Bangalore,2025-06,273,0.30622009569377995
Bangalore,2025-07,153,-0.43956043956043955
Bangalore,2025-08,240,0.5686274509803921
Bangalore,2025-09,242,0.008333333333333304
Bangalore,2025-10,347,0.43388429752066116
Bangalore,2025-11,275,-0.20749279538904897
Bangalore,2025-12,198,-0.28
Bangalore Rural,2025-01,389,
Bangalore Rural,2025-02,112,-0.712082262210797
Bangalore Rural,2025-03,57,-0.4910714285714286
Bangalore Rural,2025-04,32,-0.4385964912280702
Bangalore Rural,2025-05,49,0.53125
Bangalore Rural,2025-06,100,1.0408163265306123
Bangalore Rural,2025-07,47,-0.53
Bangalore Rural,2025-08,92,0.9574468085106382
Bangalore Rural,2025-09,69,-0.25
Bangalore Rural,2025-10,116,0.681159420289855
Bangalore Rural,2025-11,99,-0.14655172413793105
Bangalore Rural,2025-12,86,-0.13131313131313127
Banka,2025-01,2101,
Banka,2025-02,718,-0.658257972394098
Banka,2025-03,229,-0.681058495821727
Banka,2025-04,111,-0.5152838427947598
Banka,2025-05,459,3.135135135135135
Banka,2025-06,359,-0.21786492374727673
Banka,2025-07,176,-0.50974930362117
Banka,2025-08,505,1.8693181818181817
Banka,2025-09,412,-0.1841584158415842
Banka,2025-10,466,0.13106796116504849
Banka,2025-11,304,-0.3476394849785408
Banka,2025-12,246,-0.1907894736842105
Bankura,2025-01,300,
Bankura,2025-02,740,1.4666666666666668
Bankura,2025-03,595,-0.19594594594594594
Bankura,2025-04,300,-0.4957983193277311
Bankura,2025-05,435,0.44999999999999996
Bankura,2025-06,466,0.07126436781609202
Bankura,2025-07,379,-0.18669527896995708
Bankura,2025-08,508,0.3403693931398417
Bankura,2025-09,583,0.1476377952755905
Bankura,2025-10,602,0.032590051457976
Bankura,2025-11,396,-0.34219269102990035
Bankura,2025-12,487,0.2297979797979799
Banswara,2025-01,204,
Banswara,2025-02,472,1.3137254901960786
Banswara,2025-03,267,-0.43432203389830504
Banswara,2025-04,89,-0.6666666666666667
Banswara,2025-05,332,2.730337078651685
Banswara,2025-06,101,-0.6957831325301205
Banswara,2025-07,107,0.05940594059405946
Banswara,2025-08,215,1.0093457943925235
Banswara,2025-09,309,0.4372093023255814
Banswara,2025-10,363,0.17475728155339798
Banswara,2025-11,354,-0.024793388429752095
Banswara,2025-12,308,-0.12994350282485878
Bapatla,2025-01,14,
Bapatla,2025-02,26,0.8571428571428572
Bapatla,2025-03,16,-0.3846153846153846
Bapatla,2025-04,5,-0.6875
Bapatla,2025-05,19,2.8
Bapatla,2025-06,12,-0.368421052631579
Bapatla,2025-07,11,-0.08333333333333337
Bapatla,2025-08,16,0.4545454545454546
Bapatla,2025-09,23,0.4375
Bapatla,2025-10,19,-0.17391304347826086
Bapatla,2025-11,19,0.0
Bapatla,2025-12,9,-0.5263157894736843
Bara Banki,2025-01,640,
Bara Banki,2025-02,570,-0.109375
Bara Banki,2025-03,347,-0.3912280701754386
Bara Banki,2025-04,263,-0.24207492795389052
Bara Banki,2025-05,243,-0.07604562737642584
Bara Banki,2025-06,370,0.522633744855967
Bara Banki,2025-07,190,-0.4864864864864865
Bara Banki,2025-08,389,1.0473684210526315
Bara Banki,2025-09,467,0.2005141388174807
Bara Banki,2025-10,458,-0.01927194860813708
Bara Banki,2025-11,316,-0.3100436681222707
Bara Banki,2025-12,338,0.06962025316455689
Barabanki,2025-01,2437,
Barabanki,2025-02,32,-0.986869101354124
Barabanki,2025-03,31,-0.03125
Barabanki,2025-04,19,-0.3870967741935484
Barabanki,2025-05,9,-0.5263157894736843
Barabanki,2025-06,32,2.5555555555555554
Barabanki,2025-07,5,-0.84375
Barabanki,2025-08,19,2.8
Barabanki,2025-09,38,1.0
Barabanki,2025-10,26,-0.3157894736842105
Barabanki,2025-11,18,-0.3076923076923077
Barabanki,2025-12,24,0.33333333333333326
Baramula,2025-01,694,
Baramula,2025-02,494,-0.28818443804034577
Baramula,2025-03,206,-0.582995951417004
Baramula,2025-04,146,-0.2912621359223301
Baramula,2025-05,220,0.5068493150684932
Baramula,2025-06,178,-0.19090909090909092
Baramula,2025-07,126,-0.2921348314606742
Baramula,2025-08,262,1.0793650793650795
Baramula,2025-09,232,-0.1145038167938931
Baramula,2025-10,296,0.27586206896551735
Baramula,2025-11,224,-0.2432432432432432
Baramula,2025-12,122,-0.4553571428571429
Baran,2025-01,1331,
Baran,2025-02,170,-0.8722764838467318
Baran,2025-03,88,-0.48235294117647054
Baran,2025-04,180,1.0454545454545454
Baran,2025-05,189,0.050000000000000044
Baran,2025-06,159,-0.15873015873015872
Baran,2025-07,171,0.07547169811320753
Baran,2025-08,232,0.35672514619883033
Baran,2025-09,300,0.2931034482758621
Baran,2025-10,306,0.020000000000000018
Baran,2025-11,217,-0.29084967320261434
Baran,2025-12,279,0.2857142857142858
Barddhaman,2025-01,490,
Barddhaman,2025-02,1073,1.1897959183673468
Barddhaman,2025-03,756,-0.2954333643988817
Barddhaman,2025-04,524,-0.30687830687830686
Barddhaman,2025-05,518,-0.011450381679389277
Barddhaman,2025-06,637,0.22972972972972983
Barddhaman,2025-07,331,-0.48037676609105184
Barddhaman,2025-08,742,1.2416918429003023
Barddhaman,2025-09,882,0.18867924528301883
Barddhaman,2025-10,918,0.04081632653061229
Barddhaman,2025-11,640,-0.30283224400871456
Barddhaman,2025-12,541,-0.15468749999999998
Bardhaman,2025-01,65,
Bardhaman,2025-02,121,0.8615384615384616
Bardhaman,2025-03,77,-0.36363636363636365
Bardhaman,2025-04,54,-0.2987012987012987
Bardhaman,2025-05,57,0.05555555555555558
Bardhaman,2025-06,65,0.14035087719298245
Bardhaman,2025-07,38,-0.41538461538461535
Bardhaman,2025-08,92,1.4210526315789473
Bardhaman,2025-09,108,0.17391304347826098
Bardhaman,2025-10,103,-0.04629629629629628
Bardhaman,2025-11,84,-0.18446601941747576
Bardhaman,2025-12,69,-0.1785714285714286
Bareilly,2025-01,16362,
Bareilly,2025-02,1094,-0.9331377582202665
Bareilly,2025-03,558,-0.48994515539305306
Bareilly,2025-04,323,-0.42114695340501795
Bareilly,2025-05,435,0.34674922600619196
Bareilly,2025-06,529,0.21609195402298842
Bareilly,2025-07,261,-0.5066162570888468
Bareilly,2025-08,690,1.6436781609195403
Bareilly,2025-09,745,0.07971014492753614
Bareilly,2025-10,880,0.18120805369127524
Bareilly,2025-11,582,-0.3386363636363636
Bareilly,2025-12,751,0.2903780068728523
Bargarh,2025-01,426,
Bargarh,2025-02,758,0.7793427230046948
Bargarh,2025-03,392,-0.4828496042216359
Bargarh,2025-04,170,-0.5663265306122449
Bargarh,2025-05,194,0.14117647058823524
Bargarh,2025-06,424,1.1855670103092781
Bargarh,2025-07,108,-0.7452830188679245
Bargarh,2025-08,594,4.5
Bargarh,2025-09,444,-0.2525252525252525
Bargarh,2025-10,500,0.12612612612612617
Bargarh,2025-11,394,-0.21199999999999997
Bargarh,2025-12,484,0.2284263959390862
Barmer,2025-01,1651,
Barmer,2025-02,796,-0.5178679588128408
Barmer,2025-03,514,-0.35427135678391963
Barmer,2025-04,321,-0.3754863813229572
Barmer,2025-05,477,0.485981308411215
Barmer,2025-06,502,0.052410901467505155
Barmer,2025-07,242,-0.5179282868525896
Barmer,2025-08,329,0.359504132231405
Barmer,2025-09,629,0.9118541033434651
Barmer,2025-10,949,0.5087440381558028
Barmer,2025-11,653,-0.31190727081138037
Barmer,2025-12,663,0.015313935681470214
Barnala,2025-01,66,
Barnala,2025-02,66,0.0
Barnala,2025-03,27,-0.5909090909090908
Barnala,2025-04,8,-0.7037037037037037
Barnala,2025-05,40,4.0
Barnala,2025-06,19,-0.525
Barnala,2025-07,4,-0.7894736842105263
Barnala,2025-08,42,9.5
Barnala,2025-09,53,0.26190476190476186
Barnala,2025-10,35,-0.339622641509434
Barnala,2025-11,45,0.2857142857142858
Barnala,2025-12,31,-0.3111111111111111
Barpeta,2025-01,8442,
Barpeta,2025-02,567,-0.9328358208955224
Barpeta,2025-03,302,-0.46737213403880074
Barpeta,2025-04,298,-0.013245033112582738
Barpeta,2025-05,560,0.8791946308724832
Barpeta,2025-06,493,-0.11964285714285716
Barpeta,2025-07,207,-0.5801217038539555
Barpeta,2025-08,445,1.1497584541062804
Barpeta,2025-09,362,-0.18651685393258421
Barpeta,2025-10,319,-0.1187845303867403
Barpeta,2025-11,343,0.07523510971786829
Barpeta,2025-12,297,-0.13411078717201164
Barwani,2025-01,18464,
Barwani,2025-02,649,-0.9648505199306759
Barwani,2025-03,315,-0.514637904468413
Barwani,2025-04,238,-0.24444444444444446
Barwani,2025-05,290,0.21848739495798308
Barwani,2025-06,281,-0.03103448275862064
Barwani,2025-07,93,-0.6690391459074734
Barwani,2025-08,437,3.698924731182796
Barwani,2025-09,421,-0.03661327231121281
Barwani,2025-10,466,0.10688836104513055
Barwani,2025-11,323,-0.30686695278969955
Barwani,2025-12,309,-0.04334365325077394
Bastar,2025-01,88,
Bastar,2025-02,166,0.8863636363636365
Bastar,2025-03,84,-0.49397590361445787
Bastar,2025-04,58,-0.30952380952380953
Bastar,2025-05,128,1.206896551724138
Bastar,2025-06,103,-0.1953125
Bastar,2025-07,63,-0.38834951456310685
Bastar,2025-08,167,1.6507936507936507
Bastar,2025-09,174,0.041916167664670656
Bastar,2025-10,190,0.09195402298850586
Bastar,2025-11,154,-0.18947368421052635
Bastar,2025-12,151,-0.01948051948051943
Basti,2025-01,617,
Basti,2025-02,498,-0.19286871961102103
Basti,2025-03,331,-0.33534136546184734
Basti,2025-04,208,-0.3716012084592145
Basti,2025-05,404,0.9423076923076923
Basti,2025-06,342,-0.1534653465346535
Basti,2025-07,212,-0.3801169590643275
Basti,2025-08,347,0.6367924528301887
Basti,2025-09,425,0.2247838616714697
Basti,2025-10,580,0.3647058823529412
Basti,2025-11,346,-0.403448275862069
Basti,2025-12,427,0.2341040462427746
Bathinda,2025-01,105,
Bathinda,2025-02,190,0.8095238095238095
Bathinda,2025-03,82,-0.5684210526315789
Bathinda,2025-04,51,-0.3780487804878049
Bathinda,2025-05,121,1.3725490196078431
Bathinda,2025-06,96,-0.20661157024793386
Bathinda,2025-07,28,-0.7083333333333333
Bathinda,2025-08,107,2.8214285714285716
Bathinda,2025-09,130,0.2149532710280373
Bathinda,2025-10,134,0.03076923076923066
Bathinda,2025-11,121,-0.09701492537313428
Bathinda,2025-12,100,-0.17355371900826444
Baudh,2025-01,24,
Baudh,2025-02,22,-0.08333333333333337
Baudh,2025-03,16,-0.2727272727272727
Baudh,2025-04,2,-0.875
Baudh,2025-05,10,4.0
Baudh,2025-06,8,-0.19999999999999996
Baudh,2025-07,8,0.0
Baudh,2025-08,16,1.0
Baudh,2025-09,16,0.0
Baudh,2025-10,10,-0.375
Baudh,2025-11,28,1.7999999999999998
Baudh,2025-12,28,0.0
Beed,2025-01,5685,
Beed,2025-02,458,-0.9194371152154793
Beed,2025-03,232,-0.4934497816593887
Beed,2025-04,196,-0.15517241379310343
Beed,2025-05,113,-0.423469387755102
Beed,2025-06,126,0.11504424778761058
Beed,2025-07,136,0.0793650793650793
Beed,2025-08,363,1.6691176470588234
Beed,2025-09,335,-0.07713498622589532
Beed,2025-10,323,-0.035820895522388096
Beed,2025-11,312,-0.034055727554179516
Beed,2025-12,319,0.022435897435897356
Begusarai,2025-01,1393,
Begusarai,2025-02,722,-0.4816941852117731
Begusarai,2025-03,363,-0.49722991689750695
Begusarai,2025-04,238,-0.34435261707988984
Begusarai,2025-05,373,0.5672268907563025
Begusarai,2025-06,428,0.14745308310991967
Begusarai,2025-07,74,-0.8271028037383178
Begusarai,2025-08,454,5.135135135135135
Begusarai,2025-09,351,-0.22687224669603523
Begusarai,2025-10,498,0.41880341880341887
Begusarai,2025-11,344,-0.3092369477911646
Begusarai,2025-12,401,0.16569767441860472
Belagavi,2025-01,215,
Belagavi,2025-02,381,0.7720930232558139
Belagavi,2025-03,247,-0.3517060367454068
Belagavi,2025-04,193,-0.21862348178137647
Belagavi,2025-05,186,-0.03626943005181349
Belagavi,2025-06,281,0.510752688172043
Belagavi,2025-07,151,-0.4626334519572953
Belagavi,2025-08,366,1.423841059602649
Belagavi,2025-09,309,-0.15573770491803274
Belagavi,2025-10,495,0.6019417475728155
Belagavi,2025-11,371,-0.25050505050505045
Belagavi,2025-12,275,-0.25876010781671155
Belgaum,2025-01,224,
Belgaum,2025-02,348,0.5535714285714286
Belgaum,2025-03,215,-0.382183908045977
Belgaum,2025-04,180,-0.16279069767441856
Belgaum,2025-05,180,0.0
Belgaum,2025-06,228,0.2666666666666666
Belgaum,2025-07,107,-0.5307017543859649
Belgaum,2025-08,313,1.925233644859813
Belgaum,2025-09,269,-0.14057507987220452
Belgaum,2025-10,335,0.24535315985130102
Belgaum,2025-11,354,0.05671641791044779
Belgaum,2025-12,248,-0.2994350282485876
Bellary,2025-01,211,
Bellary,2025-02,273,0.29383886255924163
Bellary,2025-03,150,-0.4505494505494505
Bellary,2025-04,123,-0.18000000000000005
Bellary,2025-05,80,-0.34959349593495936
Bellary,2025-06,154,0.925
Bellary,2025-07,31,-0.7987012987012987
Bellary,2025-08,200,5.451612903225806
Bellary,2025-09,174,-0.13
Bellary,2025-10,182,0.04597701149425282
Bellary,2025-11,194,0.06593406593406592
Bellary,2025-12,150,-0.22680412371134018
Bemetara,2025-01,69,
Bemetara,2025-02,180,1.608695652173913
Bemetara,2025-03,77,-0.5722222222222222
Bemetara,2025-04,42,-0.4545454545454546
Bemetara,2025-05,101,1.4047619047619047
Bemetara,2025-06,99,-0.01980198019801982
Bemetara,2025-07,62,-0.3737373737373737
Bemetara,2025-08,142,1.2903225806451615
Bemetara,2025-09,117,-0.176056338028169
Bemetara,2025-10,135,0.15384615384615374
Bemetara,2025-11,97,-0.28148148148148144
Bemetara,2025-12,85,-0.12371134020618557
Bengaluru,2025-01,18164,
Bengaluru,2025-02,937,-0.9484144461572341
Bengaluru,2025-03,444,-0.5261472785485592
Bengaluru,2025-04,282,-0.3648648648648649
Bengaluru,2025-05,554,0.9645390070921986
Bengaluru,2025-06,787,0.42057761732851984
Bengaluru,2025-07,398,-0.49428208386277006
Bengaluru,2025-08,551,0.3844221105527639
Bengaluru,2025-09,628,0.13974591651542645
Bengaluru,2025-10,886,0.410828025477707
Bengaluru,2025-11,668,-0.24604966139954854
Bengaluru,2025-12,640,-0.041916167664670656
Bengaluru Rural,2025-01,3764,
Bengaluru South,2025-01,4,
Bengaluru South,2025-02,26,5.5
Bengaluru South,2025-03,15,-0.42307692307692313
Bengaluru South,2025-05,7,-0.5333333333333333
Bengaluru South,2025-06,14,1.0
Bengaluru South,2025-07,19,0.3571428571428572
Bengaluru South,2025-08,9,-0.5263157894736843
Bengaluru South,2025-09,3,-0.6666666666666667
Bengaluru South,2025-10,8,1.6666666666666665
Bengaluru South,2025-11,8,0.0
Bengaluru South,2025-12,3,-0.625
Bengaluru Urban,2025-01,30162,
Bengaluru Urban,2025-09,335,-0.9888933094622373
Betul,2025-01,1787,
Betul,2025-02,402,-0.7750419697817571
Betul,2025-03,123,-0.6940298507462687
Betul,2025-04,103,-0.16260162601626016
Betul,2025-05,240,1.3300970873786406
Betul,2025-06,158,-0.3416666666666667
Betul,2025-07,140,-0.11392405063291144
Betul,2025-08,297,1.1214285714285714
Betul,2025-09,309,0.04040404040404044
Betul,2025-10,378,0.2233009708737863
Betul,2025-11,304,-0.1957671957671958
Betul,2025-12,211,-0.305921052631579
Bhabua,2025-01,1,
Bhabua,2025-02,4,3.0
Bhabua,2025-03,3,-0.25
Bhabua,2025-04,1,-0.6666666666666667
Bhabua,2025-06,1,0.0
Bhabua,2025-08,1,0.0
Bhabua,2025-09,4,3.0
Bhabua,2025-10,1,-0.75
Bhabua,2025-11,1,0.0
Bhadohi,2025-01,26,
Bhadohi,2025-02,28,0.07692307692307687
Bhadohi,2025-03,20,-0.2857142857142857
Bhadohi,2025-04,19,-0.050000000000000044
Bhadohi,2025-05,24,0.26315789473684204
Bhadohi,2025-06,24,0.0
Bhadohi,2025-07,7,-0.7083333333333333
Bhadohi,2025-08,19,1.7142857142857144
Bhadohi,2025-09,16,-0.1578947368421053
Bhadohi,2025-10,28,0.75
Bhadohi,2025-11,27,-0.0357142857142857
Bhadohi,2025-12,19,-0.2962962962962963
Bhadradri Kothagudem,2025-01,987,
Bhadradri Kothagudem,2025-02,186,-0.8115501519756839
